morpheme_id	word_id	qac_ref	morpheme_index	surface_ar	stem_ar	lemma_ar	root	root_join_key	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	gender	number	grammatical_case
m-w-s042-a008-w015-02	w-s042-a008-w015	42:8:15:2	2	هُم	هُم				PRON	STEM	STEM|POS:PRON|3MP					3	M	plural	
m-w-s042-a008-w016-01	w-s042-a008-w016	42:8:16:1	1	مِّن	مِّن	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a008-w017-01	w-s042-a008-w017	42:8:17:1	1	وَلِىٍّ	وَلِىٍّ	وَلِىّ	و ل ي	ولي	N	STEM	STEM|POS:N|LEM:waliY~|ROOT:wly|M|INDEF|GEN								GEN
m-w-s042-a008-w018-01	w-s042-a008-w018	42:8:18:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a008-w018-02	w-s042-a008-w018	42:8:18:2	2	لَا	لَا	لَا			NEG	STEM	STEM|POS:NEG|LEM:laA								
m-w-s042-a008-w019-01	w-s042-a008-w019	42:8:19:1	1	نَصِيرٍ	نَصِيرٍ	نَصِير	ن ص ر	نصر	N	STEM	STEM|POS:N|LEM:naSiyr|ROOT:nSr|MS|INDEF|GEN						M	singular	GEN
m-w-s042-a009-w001-01	w-s042-a009-w001	42:9:1:1	1	أَمِ	أَمِ	أَم			CONJ	STEM	STEM|POS:CONJ|LEM:>am								
m-w-s042-a009-w002-01	w-s042-a009-w002	42:9:2:1	1	ٱتَّخَذُ	ٱتَّخَذُ	ٱتَّخَذَ	ء خ ذ	ءخذ	V	STEM	STEM|POS:V|PERF|(VIII)|LEM:{t~axa*a|ROOT:Ax*|3MP	PERF			VIII	3	M	plural	
m-w-s042-a009-w002-02	w-s042-a009-w002	42:9:2:2	2	وا۟					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a009-w003-01	w-s042-a009-w003	42:9:3:1	1	مِن	مِن	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a009-w004-01	w-s042-a009-w004	42:9:4:1	1	دُونِ	دُونِ	دُون	د و ن	دون	N	STEM	STEM|POS:N|LEM:duwn|ROOT:dwn|GEN								GEN
m-w-s042-a009-w004-02	w-s042-a009-w004	42:9:4:2	2	هِۦٓ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s042-a009-w005-01	w-s042-a009-w005	42:9:5:1	1	أَوْلِيَآءَ	أَوْلِيَآءَ	وَلِىّ	و ل ي	ولي	N	STEM	STEM|POS:N|LEM:waliY~|ROOT:wly|MP|ACC						M	plural	ACC
m-w-s042-a009-w006-01	w-s042-a009-w006	42:9:6:1	1	فَ					REM	PREFIX	PREFIX|f:REM+								
m-w-s042-a009-w006-02	w-s042-a009-w006	42:9:6:2	2	ٱللَّهُ	ٱللَّهُ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM								NOM
m-w-s042-a009-w007-01	w-s042-a009-w007	42:9:7:1	1	هُوَ	هُوَ				PRON	STEM	STEM|POS:PRON|3MS					3	M	singular	
m-w-s042-a009-w008-01	w-s042-a009-w008	42:9:8:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a009-w008-02	w-s042-a009-w008	42:9:8:2	2	وَلِىُّ	وَلِىُّ	وَلِىّ	و ل ي	ولي	N	STEM	STEM|POS:N|LEM:waliY~|ROOT:wly|M|NOM								NOM
m-w-s042-a009-w009-01	w-s042-a009-w009	42:9:9:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a009-w009-02	w-s042-a009-w009	42:9:9:2	2	هُوَ	هُوَ				PRON	STEM	STEM|POS:PRON|3MS					3	M	singular	
m-w-s042-a009-w010-01	w-s042-a009-w010	42:9:10:1	1	يُحْىِ	يُحْىِ	أَحْيَا	ح ي ي	حيي	V	STEM	STEM|POS:V|IMPF|(IV)|LEM:>aHoyaA|ROOT:Hyy|3MS	IMPF			IV	3	M	singular	
m-w-s042-a009-w011-01	w-s042-a009-w011	42:9:11:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a009-w011-02	w-s042-a009-w011	42:9:11:2	2	مَوْتَىٰ	مَوْتَىٰ	مَّيِّت	م و ت	موت	N	STEM	STEM|POS:N|LEM:m~ay~it|ROOT:mwt|P|NOM								NOM
m-w-s042-a009-w012-01	w-s042-a009-w012	42:9:12:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a009-w012-02	w-s042-a009-w012	42:9:12:2	2	هُوَ	هُوَ				PRON	STEM	STEM|POS:PRON|3MS					3	M	singular	
m-w-s042-a009-w013-01	w-s042-a009-w013	42:9:13:1	1	عَلَىٰ	عَلَىٰ	عَلَىٰ			P	STEM	STEM|POS:P|LEM:EalaY`								
m-w-s042-a009-w014-01	w-s042-a009-w014	42:9:14:1	1	كُلِّ	كُلِّ	كُلّ	ك ل ل	كلل	N	STEM	STEM|POS:N|LEM:kul~|ROOT:kll|M|GEN								GEN
m-w-s042-a009-w015-01	w-s042-a009-w015	42:9:15:1	1	شَىْءٍ	شَىْءٍ	شَىْء	ش ي ء	شيء	N	STEM	STEM|POS:N|LEM:$aYo'|ROOT:$yA|M|INDEF|GEN								GEN
m-w-s042-a009-w016-01	w-s042-a009-w016	42:9:16:1	1	قَدِيرٌ	قَدِيرٌ	قَدِير	ق د ر	قدر	N	STEM	STEM|POS:N|LEM:qadiyr|ROOT:qdr|M|INDEF|NOM								NOM
m-w-s042-a010-w001-01	w-s042-a010-w001	42:10:1:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a010-w001-02	w-s042-a010-w001	42:10:1:2	2	مَا	مَا	مَا			REL	STEM	STEM|POS:REL|LEM:maA								
m-w-s042-a010-w002-01	w-s042-a010-w002	42:10:2:1	1	ٱخْتَلَفْ	ٱخْتَلَفْ	ٱخْتَلَفَ	خ ل ف	خلف	V	STEM	STEM|POS:V|PERF|(VIII)|LEM:{xotalafa|ROOT:xlf|2MP	PERF			VIII	2	M	plural	
m-w-s042-a010-w002-02	w-s042-a010-w002	42:10:2:2	2	تُمْ					PRON	SUFFIX	SUFFIX|PRON:2MP					2	M	plural	
m-w-s042-a010-w003-01	w-s042-a010-w003	42:10:3:1	1	فِي	فِي	فِى			P	STEM	STEM|POS:P|LEM:fiY								
m-w-s042-a010-w003-02	w-s042-a010-w003	42:10:3:2	2	هِ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s042-a010-w004-01	w-s042-a010-w004	42:10:4:1	1	مِن	مِن	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a010-w005-01	w-s042-a010-w005	42:10:5:1	1	شَىْءٍ	شَىْءٍ	شَىْء	ش ي ء	شيء	N	STEM	STEM|POS:N|LEM:$aYo'|ROOT:$yA|M|INDEF|GEN								GEN
m-w-s042-a010-w006-01	w-s042-a010-w006	42:10:6:1	1	فَ					REM	PREFIX	PREFIX|f:REM+								
m-w-s042-a010-w006-02	w-s042-a010-w006	42:10:6:2	2	حُكْمُ	حُكْمُ	حُكْم	ح ك م	حكم	N	STEM	STEM|POS:N|LEM:Hukom|ROOT:Hkm|M|NOM								NOM
m-w-s042-a010-w006-03	w-s042-a010-w006	42:10:6:3	3	هُۥٓ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s042-a010-w007-01	w-s042-a010-w007	42:10:7:1	1	إِلَى	إِلَى	إِلَىٰ			P	STEM	STEM|POS:P|LEM:<ilaY`								
m-w-s042-a010-w008-01	w-s042-a010-w008	42:10:8:1	1	ٱللَّهِ	ٱللَّهِ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN								GEN
m-w-s042-a010-w009-01	w-s042-a010-w009	42:10:9:1	1	ذَٰلِكُمُ	ذَٰلِكُمُ	ذَٰلِك			DEM	STEM	STEM|POS:DEM|LEM:*a`lik|2MP					2	M	plural	
m-w-s042-a010-w010-01	w-s042-a010-w010	42:10:10:1	1	ٱللَّهُ	ٱللَّهُ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM								NOM
m-w-s042-a010-w011-01	w-s042-a010-w011	42:10:11:1	1	رَبِّ	رَبِّ	رَبّ	ر ب ب	ربب	N	STEM	STEM|POS:N|LEM:rab~|ROOT:rbb|M|NOM								NOM
m-w-s042-a010-w011-02	w-s042-a010-w011	42:10:11:2	2	ى					PRON	SUFFIX	SUFFIX|PRON:1S					1		singular	
m-w-s042-a010-w012-01	w-s042-a010-w012	42:10:12:1	1	عَلَيْ	عَلَيْ	عَلَىٰ			P	STEM	STEM|POS:P|LEM:EalaY`								
m-w-s042-a010-w012-02	w-s042-a010-w012	42:10:12:2	2	هِ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s042-a010-w013-01	w-s042-a010-w013	42:10:13:1	1	تَوَكَّلْ	تَوَكَّلْ	تَوَكَّلْ	و ك ل	وكل	V	STEM	STEM|POS:V|PERF|(V)|LEM:tawak~alo|ROOT:wkl|1S	PERF			V	1		singular	
m-w-s042-a010-w013-02	w-s042-a010-w013	42:10:13:2	2	تُ					PRON	SUFFIX	SUFFIX|PRON:1S					1		singular	
m-w-s042-a010-w014-01	w-s042-a010-w014	42:10:14:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a010-w014-02	w-s042-a010-w014	42:10:14:2	2	إِلَيْ	إِلَيْ	إِلَىٰ			P	STEM	STEM|POS:P|LEM:<ilaY`								
m-w-s042-a010-w014-03	w-s042-a010-w014	42:10:14:3	3	هِ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s042-a010-w015-01	w-s042-a010-w015	42:10:15:1	1	أُنِيبُ	أُنِيبُ	أَنَابَ	ن و ب	نوب	V	STEM	STEM|POS:V|IMPF|(IV)|LEM:>anaAba|ROOT:nwb|1S	IMPF			IV	1		singular	
m-w-s042-a011-w001-01	w-s042-a011-w001	42:11:1:1	1	فَاطِرُ	فَاطِرُ	فَاطِر	ف ط ر	فطر	N	STEM	STEM|POS:N|ACT|PCPL|LEM:faATir|ROOT:fTr|M|NOM			ACT					NOM
m-w-s042-a011-w002-01	w-s042-a011-w002	42:11:2:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s042-a011-w002-02	w-s042-a011-w002	42:11:2:2	2	سَّمَٰوَٰتِ	سَّمَٰوَٰتِ	سَمَآء	س م و	سمو	N	STEM	STEM|POS:N|LEM:samaA^'|ROOT:smw|FP|GEN						F	plural	GEN
m-w-s042-a011-w003-01	w-s042-a011-w003	42:11:3:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a011-w003-02	w-s042-a011-w003	42:11:3:2	2	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a011-w003-03	w-s042-a011-w003	42:11:3:3	3	أَرْضِ	أَرْضِ	أَرْض	ء ر ض	ءرض	N	STEM	STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN								GEN
m-w-s042-a011-w004-01	w-s042-a011-w004	42:11:4:1	1	جَعَلَ	جَعَلَ	جَعَلَ	ج ع ل	جعل	V	STEM	STEM|POS:V|PERF|LEM:jaEala|ROOT:jEl|3MS	PERF				3	M	singular	
m-w-s042-a011-w005-01	w-s042-a011-w005	42:11:5:1	1	لَ					P	PREFIX	PREFIX|l:P+								
m-w-s042-a011-w005-02	w-s042-a011-w005	42:11:5:2	2	كُم	كُم				PRON	STEM	STEM|POS:PRON|2MP					2	M	plural	
m-w-s042-a011-w006-01	w-s042-a011-w006	42:11:6:1	1	مِّنْ	مِّنْ	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a011-w007-01	w-s042-a011-w007	42:11:7:1	1	أَنفُسِ	أَنفُسِ	نَفْس	ن ف س	نفس	N	STEM	STEM|POS:N|LEM:nafos|ROOT:nfs|FP|GEN						F	plural	GEN
m-w-s042-a011-w007-02	w-s042-a011-w007	42:11:7:2	2	كُمْ					PRON	SUFFIX	SUFFIX|PRON:2MP					2	M	plural	
m-w-s042-a011-w008-01	w-s042-a011-w008	42:11:8:1	1	أَزْوَٰجًا	أَزْوَٰجًا	زَوْج	ز و ج	زوج	N	STEM	STEM|POS:N|LEM:zawoj|ROOT:zwj|MP|INDEF|ACC						M	plural	ACC
m-w-s042-a011-w009-01	w-s042-a011-w009	42:11:9:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a011-w009-02	w-s042-a011-w009	42:11:9:2	2	مِنَ	مِنَ	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a011-w010-01	w-s042-a011-w010	42:11:10:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a011-w010-02	w-s042-a011-w010	42:11:10:2	2	أَنْعَٰمِ	أَنْعَٰمِ	نَّعَم	ن ع م	نعم	N	STEM	STEM|POS:N|LEM:n~aEam|ROOT:nEm|MP|GEN						M	plural	GEN
m-w-s042-a011-w011-01	w-s042-a011-w011	42:11:11:1	1	أَزْوَٰجًا	أَزْوَٰجًا	زَوْج	ز و ج	زوج	N	STEM	STEM|POS:N|LEM:zawoj|ROOT:zwj|MP|INDEF|ACC						M	plural	ACC
m-w-s042-a011-w012-01	w-s042-a011-w012	42:11:12:1	1	يَذْرَؤُ	يَذْرَؤُ	ذَرَأَ	ذ ر ء	ذرء	V	STEM	STEM|POS:V|IMPF|LEM:*ara>a|ROOT:*rA|3MS	IMPF				3	M	singular	
m-w-s042-a011-w012-02	w-s042-a011-w012	42:11:12:2	2	كُمْ					PRON	SUFFIX	SUFFIX|PRON:2MP					2	M	plural	
m-w-s042-a011-w013-01	w-s042-a011-w013	42:11:13:1	1	فِي	فِي	فِى			P	STEM	STEM|POS:P|LEM:fiY								
m-w-s042-a011-w013-02	w-s042-a011-w013	42:11:13:2	2	هِ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s042-a011-w014-01	w-s042-a011-w014	42:11:14:1	1	لَيْسَ	لَيْسَ	لَّيْسَ	ل ي س	ليس	V	STEM	STEM|POS:V|PERF|LEM:l~ayosa|ROOT:lys|SP:kaAn|3MS	PERF				3	M	singular	
m-w-s042-a011-w015-01	w-s042-a011-w015	42:11:15:1	1	كَ					P	PREFIX	PREFIX|ka+								
m-w-s042-a011-w015-02	w-s042-a011-w015	42:11:15:2	2	مِثْلِ	مِثْلِ	مِثْل	م ث ل	مثل	N	STEM	STEM|POS:N|LEM:mivol|ROOT:mvl|M|GEN								GEN
m-w-s042-a011-w015-03	w-s042-a011-w015	42:11:15:3	3	هِۦ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s042-a011-w016-01	w-s042-a011-w016	42:11:16:1	1	شَىْءٌ	شَىْءٌ	شَىْء	ش ي ء	شيء	N	STEM	STEM|POS:N|LEM:$aYo'|ROOT:$yA|M|INDEF|NOM								NOM
m-w-s042-a011-w017-01	w-s042-a011-w017	42:11:17:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a011-w017-02	w-s042-a011-w017	42:11:17:2	2	هُوَ	هُوَ				PRON	STEM	STEM|POS:PRON|3MS					3	M	singular	
m-w-s042-a011-w018-01	w-s042-a011-w018	42:11:18:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s042-a011-w018-02	w-s042-a011-w018	42:11:18:2	2	سَّمِيعُ	سَّمِيعُ	سَمِيع	س م ع	سمع	N	STEM	STEM|POS:N|LEM:samiyE|ROOT:smE|MS|NOM						M	singular	NOM
m-w-s042-a011-w019-01	w-s042-a011-w019	42:11:19:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a011-w019-02	w-s042-a011-w019	42:11:19:2	2	بَصِيرُ	بَصِيرُ	بَصِير	ب ص ر	بصر	ADJ	STEM	STEM|POS:ADJ|LEM:baSiyr|ROOT:bSr|MS|NOM						M	singular	NOM
m-w-s042-a012-w001-01	w-s042-a012-w001	42:12:1:1	1	لَ					P	PREFIX	PREFIX|l:P+								
m-w-s042-a012-w001-02	w-s042-a012-w001	42:12:1:2	2	هُۥ	هُۥ				PRON	STEM	STEM|POS:PRON|3MS					3	M	singular	
m-w-s042-a012-w002-01	w-s042-a012-w002	42:12:2:1	1	مَقَالِيدُ	مَقَالِيدُ	مَقَالِيد	ق ل د	قلد	N	STEM	STEM|POS:N|LEM:maqaAliyd|ROOT:qld|MP|NOM						M	plural	NOM
m-w-s042-a012-w003-01	w-s042-a012-w003	42:12:3:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s042-a012-w003-02	w-s042-a012-w003	42:12:3:2	2	سَّمَٰوَٰتِ	سَّمَٰوَٰتِ	سَمَآء	س م و	سمو	N	STEM	STEM|POS:N|LEM:samaA^'|ROOT:smw|FP|GEN						F	plural	GEN
m-w-s042-a012-w004-01	w-s042-a012-w004	42:12:4:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a012-w004-02	w-s042-a012-w004	42:12:4:2	2	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a012-w004-03	w-s042-a012-w004	42:12:4:3	3	أَرْضِ	أَرْضِ	أَرْض	ء ر ض	ءرض	N	STEM	STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN								GEN
m-w-s042-a012-w005-01	w-s042-a012-w005	42:12:5:1	1	يَبْسُطُ	يَبْسُطُ	بَسَطَ	ب س ط	بسط	V	STEM	STEM|POS:V|IMPF|LEM:basaTa|ROOT:bsT|3MS	IMPF				3	M	singular	
m-w-s042-a012-w006-01	w-s042-a012-w006	42:12:6:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s042-a012-w006-02	w-s042-a012-w006	42:12:6:2	2	رِّزْقَ	رِّزْقَ	رِزْق	ر ز ق	رزق	N	STEM	STEM|POS:N|LEM:rizoq|ROOT:rzq|M|ACC								ACC
m-w-s042-a012-w007-01	w-s042-a012-w007	42:12:7:1	1	لِ					P	PREFIX	PREFIX|l:P+								
m-w-s042-a012-w007-02	w-s042-a012-w007	42:12:7:2	2	مَن	مَن	مَن			REL	STEM	STEM|POS:REL|LEM:man								
m-w-s042-a012-w008-01	w-s042-a012-w008	42:12:8:1	1	يَشَآءُ	يَشَآءُ	شَآءَ	ش ي ء	شيء	V	STEM	STEM|POS:V|IMPF|LEM:$aA^'a|ROOT:$yA|3MS	IMPF				3	M	singular	
m-w-s042-a012-w009-01	w-s042-a012-w009	42:12:9:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a012-w009-02	w-s042-a012-w009	42:12:9:2	2	يَقْدِرُ	يَقْدِرُ	قَدَرَ	ق د ر	قدر	V	STEM	STEM|POS:V|IMPF|LEM:qadara|ROOT:qdr|3MS	IMPF				3	M	singular	
m-w-s042-a012-w010-01	w-s042-a012-w010	42:12:10:1	1	إِنَّ	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~								ACC
m-w-s042-a012-w010-02	w-s042-a012-w010	42:12:10:2	2	هُۥ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s042-a012-w011-01	w-s042-a012-w011	42:12:11:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s042-a012-w011-02	w-s042-a012-w011	42:12:11:2	2	كُلِّ	كُلِّ	كُلّ	ك ل ل	كلل	N	STEM	STEM|POS:N|LEM:kul~|ROOT:kll|M|GEN								GEN
m-w-s042-a012-w012-01	w-s042-a012-w012	42:12:12:1	1	شَىْءٍ	شَىْءٍ	شَىْء	ش ي ء	شيء	N	STEM	STEM|POS:N|LEM:$aYo'|ROOT:$yA|M|INDEF|GEN								GEN
m-w-s042-a012-w013-01	w-s042-a012-w013	42:12:13:1	1	عَلِيمٌ	عَلِيمٌ	عَلِيم	ع ل م	علم	ADJ	STEM	STEM|POS:ADJ|LEM:Ealiym|ROOT:Elm|MS|INDEF|NOM						M	singular	NOM
m-w-s042-a013-w001-01	w-s042-a013-w001	42:13:1:1	1	شَرَعَ	شَرَعَ	شَرَعَ	ش ر ع	شرع	V	STEM	STEM|POS:V|PERF|LEM:$araEa|ROOT:$rE|3MS	PERF				3	M	singular	
m-w-s042-a013-w002-01	w-s042-a013-w002	42:13:2:1	1	لَ					P	PREFIX	PREFIX|l:P+								
m-w-s042-a013-w002-02	w-s042-a013-w002	42:13:2:2	2	كُم	كُم				PRON	STEM	STEM|POS:PRON|2MP					2	M	plural	
m-w-s042-a013-w003-01	w-s042-a013-w003	42:13:3:1	1	مِّنَ	مِّنَ	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a013-w004-01	w-s042-a013-w004	42:13:4:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s042-a013-w004-02	w-s042-a013-w004	42:13:4:2	2	دِّينِ	دِّينِ	دِين	د ي ن	دين	N	STEM	STEM|POS:N|LEM:diyn|ROOT:dyn|M|GEN								GEN
m-w-s042-a013-w005-01	w-s042-a013-w005	42:13:5:1	1	مَا	مَا	مَا			REL	STEM	STEM|POS:REL|LEM:maA								
m-w-s042-a013-w006-01	w-s042-a013-w006	42:13:6:1	1	وَصَّىٰ	وَصَّىٰ	وَصَّىٰ	و ص ي	وصي	V	STEM	STEM|POS:V|PERF|(II)|LEM:waS~aY`|ROOT:wSy|3MS	PERF			II	3	M	singular	
m-w-s042-a013-w007-01	w-s042-a013-w007	42:13:7:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s042-a013-w007-02	w-s042-a013-w007	42:13:7:2	2	هِۦ	هِۦ				PRON	STEM	STEM|POS:PRON|3MS					3	M	singular	
m-w-s042-a013-w008-01	w-s042-a013-w008	42:13:8:1	1	نُوحًا	نُوحًا	نُوح			PN	STEM	STEM|POS:PN|LEM:nuwH|M|ACC								ACC
m-w-s042-a013-w009-01	w-s042-a013-w009	42:13:9:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a013-w009-02	w-s042-a013-w009	42:13:9:2	2	ٱلَّذِىٓ	ٱلَّذِىٓ	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MS						M	singular	
m-w-s042-a013-w010-01	w-s042-a013-w010	42:13:10:1	1	أَوْحَيْ	أَوْحَيْ	أَوْحَىٰٓ	و ح ي	وحي	V	STEM	STEM|POS:V|PERF|(IV)|LEM:>awoHaY`^|ROOT:wHy|1P	PERF			IV	1		plural	
m-w-s042-a013-w010-02	w-s042-a013-w010	42:13:10:2	2	نَآ					PRON	SUFFIX	SUFFIX|PRON:1P					1		plural	
m-w-s042-a013-w011-01	w-s042-a013-w011	42:13:11:1	1	إِلَيْ	إِلَيْ	إِلَىٰ			P	STEM	STEM|POS:P|LEM:<ilaY`								
m-w-s042-a013-w011-02	w-s042-a013-w011	42:13:11:2	2	كَ					PRON	SUFFIX	SUFFIX|PRON:2MS					2	M	singular	
m-w-s042-a013-w012-01	w-s042-a013-w012	42:13:12:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a013-w012-02	w-s042-a013-w012	42:13:12:2	2	مَا	مَا	مَا			REL	STEM	STEM|POS:REL|LEM:maA								
m-w-s042-a013-w013-01	w-s042-a013-w013	42:13:13:1	1	وَصَّيْ	وَصَّيْ	وَصَّىٰ	و ص ي	وصي	V	STEM	STEM|POS:V|PERF|(II)|LEM:waS~aY`|ROOT:wSy|1P	PERF			II	1		plural	
m-w-s042-a013-w013-02	w-s042-a013-w013	42:13:13:2	2	نَا					PRON	SUFFIX	SUFFIX|PRON:1P					1		plural	
m-w-s042-a013-w014-01	w-s042-a013-w014	42:13:14:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s042-a013-w014-02	w-s042-a013-w014	42:13:14:2	2	هِۦٓ	هِۦٓ				PRON	STEM	STEM|POS:PRON|3MS					3	M	singular	
m-w-s042-a013-w015-01	w-s042-a013-w015	42:13:15:1	1	إِبْرَٰهِيمَ	إِبْرَٰهِيمَ	إِبْرَاهِيم			PN	STEM	STEM|POS:PN|LEM:<iboraAhiym|M|ACC								ACC
m-w-s042-a013-w016-01	w-s042-a013-w016	42:13:16:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a013-w016-02	w-s042-a013-w016	42:13:16:2	2	مُوسَىٰ	مُوسَىٰ	مُوسَىٰ			PN	STEM	STEM|POS:PN|LEM:muwsaY`|M|ACC								ACC
m-w-s042-a013-w017-01	w-s042-a013-w017	42:13:17:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a013-w017-02	w-s042-a013-w017	42:13:17:2	2	عِيسَىٰٓ	عِيسَىٰٓ	عِيسَى			PN	STEM	STEM|POS:PN|LEM:EiysaY|ACC								ACC
m-w-s042-a013-w018-01	w-s042-a013-w018	42:13:18:1	1	أَنْ	أَنْ	أَن			SUB	STEM	STEM|POS:SUB|LEM:>an								
m-w-s042-a013-w019-01	w-s042-a013-w019	42:13:19:1	1	أَقِيمُ	أَقِيمُ	أَقَامَ	ق و م	قوم	V	STEM	STEM|POS:V|IMPV|(IV)|LEM:>aqaAma|ROOT:qwm|2MP	IMPV			IV	2	M	plural	
m-w-s042-a013-w019-02	w-s042-a013-w019	42:13:19:2	2	وا۟					PRON	SUFFIX	SUFFIX|PRON:2MP					2	M	plural	
m-w-s042-a013-w020-01	w-s042-a013-w020	42:13:20:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s042-a013-w020-02	w-s042-a013-w020	42:13:20:2	2	دِّينَ	دِّينَ	دِين	د ي ن	دين	N	STEM	STEM|POS:N|LEM:diyn|ROOT:dyn|M|ACC								ACC
m-w-s042-a013-w021-01	w-s042-a013-w021	42:13:21:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a013-w021-02	w-s042-a013-w021	42:13:21:2	2	لَا	لَا	لَا			PRO	STEM	STEM|POS:PRO|LEM:laA								
m-w-s042-a013-w022-01	w-s042-a013-w022	42:13:22:1	1	تَتَفَرَّقُ	تَتَفَرَّقُ	تَفَرَّقَ	ف ر ق	فرق	V	STEM	STEM|POS:V|IMPF|(V)|LEM:tafar~aqa|ROOT:frq|2MP|MOOD:JUS	IMPF	JUS		V	2	M	plural	
m-w-s042-a013-w022-02	w-s042-a013-w022	42:13:22:2	2	وا۟					PRON	SUFFIX	SUFFIX|PRON:2MP					2	M	plural	
m-w-s042-a013-w023-01	w-s042-a013-w023	42:13:23:1	1	فِي	فِي	فِى			P	STEM	STEM|POS:P|LEM:fiY								
m-w-s042-a013-w023-02	w-s042-a013-w023	42:13:23:2	2	هِ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s042-a013-w024-01	w-s042-a013-w024	42:13:24:1	1	كَبُرَ	كَبُرَ	كَبُرَ	ك ب ر	كبر	V	STEM	STEM|POS:V|PERF|LEM:kabura|ROOT:kbr|3MS	PERF				3	M	singular	
m-w-s042-a013-w025-01	w-s042-a013-w025	42:13:25:1	1	عَلَى	عَلَى	عَلَىٰ			P	STEM	STEM|POS:P|LEM:EalaY`								
m-w-s042-a013-w026-01	w-s042-a013-w026	42:13:26:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
