unit_id	row_kind	source_pass	source_rtype	source_local_id	sura	ayah	xref_unit_id	candidate_unit_id	ref_type	wid	word_unit_id	part	antecedent_type	antecedent_sura	antecedent_ayah	antecedent_wid	antecedent_word_unit_id	antecedent_start_wid	antecedent_end_wid	antecedent_clause_raw	antecedent_clause_unit_id	antecedent_text	confidence	status	evidence	translation_instruction	reason	basis	result
ae:v3:s002:189:pass2:cand:sr1.c1	cand	pass2	CAND	sr1.c1	2	189	ae:v3:s002:189:pass2:xref:sr1	ae:v3:s002:189:pass2:cand:sr1.c1					word	2	177	2	q:2:177:2					ٱلْبِرَّ	high	strongly_licensed	discourse_accessibility;textual_repetition			The repeated definite verbal noun and ليس/ولكن contrast structure visibly resume the earlier birr definition frame.	
ae:v3:s002:192:pass2:xref:src1	xref	pass2	XREF	src1	2	192	ae:v3:s002:192:pass2:xref:src1		discourse_reference	4	q:2:192:4												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated mercy-forgiveness formula Allah ghafur rahim; 3rd instance, anchored at 2:173.		
ae:v3:s002:192:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	2	192	ae:v3:s002:192:pass2:xref:src1	ae:v3:s002:192:pass2:cand:src1.c1					span	2	173			29	32				high	strongly_licensed	textual_repetition			Same divine-attribute closing formula.	
ae:v3:s002:199:pass2:xref:src1	xref	pass2	XREF	src1	2	199	ae:v3:s002:199:pass2:xref:src1		discourse_reference	10	q:2:199:10												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated mercy-forgiveness formula Allah ghafur rahim; 4th instance, anchored at 2:173.		
ae:v3:s002:199:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	2	199	ae:v3:s002:199:pass2:xref:src1	ae:v3:s002:199:pass2:cand:src1.c1					span	2	173			29	32				high	strongly_licensed	textual_repetition			Same divine-attribute closing formula.	
ae:v3:s002:203:pass2:xref:src1	xref	pass2	XREF	src1	2	203	ae:v3:s002:203:pass2:xref:src1		discourse_reference	12	q:2:203:12												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated legal exception formula fala ithma alayh; 3rd instance, anchored at 2:173.		
ae:v3:s002:203:pass2:xref:src2	xref	pass2	XREF	src2	2	203	ae:v3:s002:203:pass2:xref:src2		discourse_reference	19	q:2:203:19												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated legal exception formula fala ithma alayh; 4th instance, anchored at 2:173.		
ae:v3:s002:203:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	2	203	ae:v3:s002:203:pass2:xref:src1	ae:v3:s002:203:pass2:cand:src1.c1					span	2	173			25	28				high	strongly_licensed	textual_repetition			Same no-sin legal exception formula.	
ae:v3:s002:203:pass2:cand:src2.c1	cand	pass2	CAND	src2.c1	2	203	ae:v3:s002:203:pass2:xref:src2	ae:v3:s002:203:pass2:cand:src2.c1					span	2	173			25	28				high	strongly_licensed	textual_repetition			Same no-sin legal exception formula.	
ae:v3:s002:208:pass2:xref:sr1	xref	pass2	XREF	sr1	2	208	ae:v3:s002:208:pass2:xref:sr1		discourse_reference	3	q:2:208:3												high	strongly_licensed	discourse_accessibility;textual_repetition	target_language_may_require_resolution	ٱلَّذِينَ ءَامَنُوا۟ resumes the believer addressee chain for a new imperative section.		
ae:v3:s002:208:pass2:xref:src1	xref	pass2	XREF	src1	2	208	ae:v3:s002:208:pass2:xref:src1		discourse_reference	1	q:2:208:1												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated address formula ya ayyuha alladhina amanu; 6th instance, anchored at 2:104.		
ae:v3:s002:208:pass2:cand:sr1.c1	cand	pass2	CAND	sr1.c1	2	208	ae:v3:s002:208:pass2:xref:sr1	ae:v3:s002:208:pass2:cand:sr1.c1					word	2	25	2	q:2:25:2					ٱلَّذِينَ ءَامَنُوا۟	high	strongly_licensed	discourse_accessibility;textual_repetition			The vocative relative phrase repeats the earlier believer description and carries the same masculine plural addressee chain.	
ae:v3:s002:208:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	2	208	ae:v3:s002:208:pass2:xref:src1	ae:v3:s002:208:pass2:cand:src1.c1					span	2	104			1	4				high	strongly_licensed	textual_repetition			Identical four-word believer-address formula opens a new command unit.	
ae:v3:s002:211:pass2:xref:sr1	xref	pass2	XREF	sr1	2	211	ae:v3:s002:211:pass2:xref:sr1		discourse_reference	3	q:2:211:3												high	strongly_licensed	discourse_accessibility;textual_repetition	target_language_may_require_resolution	بَنِىٓ إِسْرَٰٓءِيلَ resumes the earlier Banī Isrāʾīl participant chain for a new imperative question frame.		
ae:v3:s002:211:pass2:cand:sr1.c1	cand	pass2	CAND	sr1.c1	2	211	ae:v3:s002:211:pass2:xref:sr1	ae:v3:s002:211:pass2:cand:sr1.c1					word	2	40	3	q:2:40:3					إِسْرَائِيلَ	high	strongly_licensed	discourse_accessibility;textual_repetition			The definite lineage name is repeated after a long intervening section and remains the same plural addressee group.	
ae:v3:s002:215:pass2:xref:src1	xref	pass2	XREF	src1	2	215	ae:v3:s002:215:pass2:xref:src1		discourse_reference	1	q:2:215:1												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated question-opening formula yasalunaka; 2nd instance, anchored at 2:189.		
ae:v3:s002:215:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	2	215	ae:v3:s002:215:pass2:xref:src1	ae:v3:s002:215:pass2:cand:src1.c1					span	2	189			1	3				high	strongly_licensed	textual_repetition			Same question-opening formula introducing a legal or ritual inquiry.	
ae:v3:s002:217:pass2:xref:src2	xref	pass2	XREF	src2	2	217	ae:v3:s002:217:pass2:xref:src2		discourse_reference	63	q:2:217:63												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated fire-dwellers closing formula ashab al-nar hum fiha khalidun; 3rd instance, anchored at 2:39.		
ae:v3:s002:217:pass2:xref:src1	xref	pass2	XREF	src1	2	217	ae:v3:s002:217:pass2:xref:src1		discourse_reference	1	q:2:217:1												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated question-opening formula yasalunaka; 3rd instance, anchored at 2:189.		
ae:v3:s002:217:pass2:cand:src2.c1	cand	pass2	CAND	src2.c1	2	217	ae:v3:s002:217:pass2:xref:src2	ae:v3:s002:217:pass2:cand:src2.c1					span	2	39			8	13				high	strongly_licensed	textual_repetition			Same eschatological closing formula with ashab al-nar and hum fiha khalidun.	
ae:v3:s002:217:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	2	217	ae:v3:s002:217:pass2:xref:src1	ae:v3:s002:217:pass2:cand:src1.c1					span	2	189			1	3				high	strongly_licensed	textual_repetition			Same question-opening formula introducing a legal or ritual inquiry.	
ae:v3:s002:218:pass2:xref:src1	xref	pass2	XREF	src1	2	218	ae:v3:s002:218:pass2:xref:src1		discourse_reference	16	q:2:218:16												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated mercy-forgiveness formula Allah ghafur rahim; 5th instance, anchored at 2:173.		
ae:v3:s002:218:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	2	218	ae:v3:s002:218:pass2:xref:src1	ae:v3:s002:218:pass2:cand:src1.c1					span	2	173			29	32				high	strongly_licensed	textual_repetition			Same divine-attribute closing formula.	
ae:v3:s002:219:pass2:xref:src1	xref	pass2	XREF	src1	2	219	ae:v3:s002:219:pass2:xref:src1		discourse_reference	1	q:2:219:1												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated question-opening formula yasalunaka; 4th instance, anchored at 2:189.		
ae:v3:s002:219:pass2:xref:src2	xref	pass2	XREF	src2	2	219	ae:v3:s002:219:pass2:xref:src2		discourse_reference	20	q:2:219:20												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated question-opening formula yasalunaka; 5th instance, anchored at 2:189.		
ae:v3:s002:219:pass2:xref:src3	xref	pass2	XREF	src3	2	219	ae:v3:s002:219:pass2:xref:src3		discourse_reference	25	q:2:219:25												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated clarification formula kathalika yubayyinu Allah ayatihi; 2nd instance, anchored at 2:187.		
ae:v3:s002:219:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	2	219	ae:v3:s002:219:pass2:xref:src1	ae:v3:s002:219:pass2:cand:src1.c1					span	2	189			1	3				high	strongly_licensed	textual_repetition			Same question-opening formula introducing a legal or ritual inquiry.	
ae:v3:s002:219:pass2:cand:src2.c1	cand	pass2	CAND	src2.c1	2	219	ae:v3:s002:219:pass2:xref:src2	ae:v3:s002:219:pass2:cand:src2.c1					span	2	189			1	3				high	strongly_licensed	textual_repetition			Same question-opening formula introducing a legal or ritual inquiry.	
ae:v3:s002:219:pass2:cand:src3.c1	cand	pass2	CAND	src3.c1	2	219	ae:v3:s002:219:pass2:xref:src3	ae:v3:s002:219:pass2:cand:src3.c1					span	2	187			70	76				high	strongly_licensed	textual_repetition			Near-verbatim clarification formula marking a legal-explanatory close.	
ae:v3:s002:220:pass2:xref:src2	xref	pass2	XREF	src2	2	220	ae:v3:s002:220:pass2:xref:src2		discourse_reference	31	q:2:220:31												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated might-wisdom formula Allah aziz hakim; 2nd instance, anchored at 2:209.		
ae:v3:s002:220:pass2:xref:src1	xref	pass2	XREF	src1	2	220	ae:v3:s002:220:pass2:xref:src1		discourse_reference	6	q:2:220:6												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated question-opening formula yasalunaka; 6th instance, anchored at 2:189.		
ae:v3:s002:220:pass2:cand:src2.c1	cand	pass2	CAND	src2.c1	2	220	ae:v3:s002:220:pass2:xref:src2	ae:v3:s002:220:pass2:cand:src2.c1					span	2	209			11	14				high	strongly_licensed	textual_repetition			Same divine-attribute closing formula.	
ae:v3:s002:220:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	2	220	ae:v3:s002:220:pass2:xref:src1	ae:v3:s002:220:pass2:cand:src1.c1					span	2	189			1	3				high	strongly_licensed	textual_repetition			Same question-opening formula introducing a legal or ritual inquiry.	
ae:v3:s002:222:pass2:xref:src1	xref	pass2	XREF	src1	2	222	ae:v3:s002:222:pass2:xref:src1		discourse_reference	1	q:2:222:1												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated question-opening formula yasalunaka; 7th instance, anchored at 2:189.		
ae:v3:s002:222:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	2	222	ae:v3:s002:222:pass2:xref:src1	ae:v3:s002:222:pass2:cand:src1.c1					span	2	189			1	3				high	strongly_licensed	textual_repetition			Same question-opening formula introducing a legal or ritual inquiry.	
ae:v3:s002:226:pass2:xref:src1	xref	pass2	XREF	src1	2	226	ae:v3:s002:226:pass2:xref:src1		discourse_reference	12	q:2:226:12												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated mercy-forgiveness formula Allah ghafur rahim; 6th instance, anchored at 2:173.		
ae:v3:s002:226:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	2	226	ae:v3:s002:226:pass2:xref:src1	ae:v3:s002:226:pass2:cand:src1.c1					span	2	173			29	32				high	strongly_licensed	textual_repetition			Same divine-attribute closing formula.	
ae:v3:s002:227:pass2:xref:src1	xref	pass2	XREF	src1	2	227	ae:v3:s002:227:pass2:xref:src1		discourse_reference	5	q:2:227:5												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated hearing-knowing formula Allah sami alim; 2nd instance, anchored at 2:181.		
ae:v3:s002:227:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	2	227	ae:v3:s002:227:pass2:xref:src1	ae:v3:s002:227:pass2:cand:src1.c1					span	2	181			12	15				high	strongly_licensed	textual_repetition			Same divine-attribute closing formula.	
ae:v3:s002:228:pass2:xref:src1	xref	pass2	XREF	src1	2	228	ae:v3:s002:228:pass2:xref:src1		discourse_reference	51	q:2:228:51												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated might-wisdom formula Allah aziz hakim; 3rd instance, anchored at 2:209.		
ae:v3:s002:228:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	2	228	ae:v3:s002:228:pass2:xref:src1	ae:v3:s002:228:pass2:cand:src1.c1					span	2	209			11	14				high	strongly_licensed	textual_repetition			Same divine-attribute closing formula.	
ae:v3:s002:229:pass2:xref:src1	xref	pass2	XREF	src1	2	229	ae:v3:s002:229:pass2:xref:src1		discourse_reference	34	q:2:229:34												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated no-blame legal formula fala junaha; 2nd instance, anchored at 2:158.		
ae:v3:s002:229:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	2	229	ae:v3:s002:229:pass2:xref:src1	ae:v3:s002:229:pass2:cand:src1.c1					span	2	158			14	17				high	strongly_licensed	textual_repetition			Same no-blame legal exception formula with pronoun variation.	
ae:v3:s002:230:pass2:xref:src1	xref	pass2	XREF	src1	2	230	ae:v3:s002:230:pass2:xref:src1		discourse_reference	17	q:2:230:17												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated no-blame legal formula fala junaha; 3rd instance, anchored at 2:158.		
ae:v3:s002:230:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	2	230	ae:v3:s002:230:pass2:xref:src1	ae:v3:s002:230:pass2:cand:src1.c1					span	2	158			14	17				high	strongly_licensed	textual_repetition			Same no-blame legal exception formula with pronoun variation.	
ae:v3:s002:233:pass2:xref:src1	xref	pass2	XREF	src1	2	233	ae:v3:s002:233:pass2:xref:src1		discourse_reference	77	q:2:233:77												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated works-seeing formula Allah bima tamalun basir; 2nd instance, anchored at 2:110.		
ae:v3:s002:233:pass2:xref:src2	xref	pass2	XREF	src2	2	233	ae:v3:s002:233:pass2:xref:src2		discourse_reference	52	q:2:233:52												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated no-blame legal formula fala junaha; 4th instance, anchored at 2:158.		
ae:v3:s002:233:pass2:xref:src3	xref	pass2	XREF	src3	2	233	ae:v3:s002:233:pass2:xref:src3		discourse_reference	62	q:2:233:62												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated no-blame legal formula fala junaha; 5th instance, anchored at 2:158.		
ae:v3:s002:233:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	2	233	ae:v3:s002:233:pass2:xref:src1	ae:v3:s002:233:pass2:cand:src1.c1					span	2	110			17	22				high	strongly_licensed	textual_repetition			Same divine-observation closing formula.	
ae:v3:s002:233:pass2:cand:src2.c1	cand	pass2	CAND	src2.c1	2	233	ae:v3:s002:233:pass2:xref:src2	ae:v3:s002:233:pass2:cand:src2.c1					span	2	158			14	17				high	strongly_licensed	textual_repetition			Same no-blame legal exception formula with pronoun variation.	
ae:v3:s002:233:pass2:cand:src3.c1	cand	pass2	CAND	src3.c1	2	233	ae:v3:s002:233:pass2:xref:src3	ae:v3:s002:233:pass2:cand:src3.c1					span	2	158			14	17				high	strongly_licensed	textual_repetition			Same no-blame legal exception formula with pronoun variation.	
ae:v3:s002:234:pass2:xref:src1	xref	pass2	XREF	src1	2	234	ae:v3:s002:234:pass2:xref:src1		discourse_reference	19	q:2:234:19												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated no-blame legal formula fala junaha; 6th instance, anchored at 2:158.		
ae:v3:s002:234:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	2	234	ae:v3:s002:234:pass2:xref:src1	ae:v3:s002:234:pass2:cand:src1.c1					span	2	158			14	17				high	strongly_licensed	textual_repetition			Same no-blame legal exception formula with pronoun variation.	
ae:v3:s002:237:pass2:xref:src1	xref	pass2	XREF	src1	2	237	ae:v3:s002:237:pass2:xref:src1		discourse_reference	39	q:2:237:39												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated works-seeing formula Allah bima tamalun basir; 3rd instance, anchored at 2:110.		
ae:v3:s002:237:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	2	237	ae:v3:s002:237:pass2:xref:src1	ae:v3:s002:237:pass2:cand:src1.c1					span	2	110			17	22				high	strongly_licensed	textual_repetition			Same divine-observation closing formula.	
ae:v3:s002:240:pass2:xref:src1	xref	pass2	XREF	src1	2	240	ae:v3:s002:240:pass2:xref:src1		discourse_reference	30	q:2:240:30												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated might-wisdom formula Allah aziz hakim; 4th instance, anchored at 2:209.		
ae:v3:s002:240:pass2:xref:src2	xref	pass2	XREF	src2	2	240	ae:v3:s002:240:pass2:xref:src2		discourse_reference	19	q:2:240:19												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated no-blame legal formula fala junaha; 7th instance, anchored at 2:158.		
ae:v3:s002:240:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	2	240	ae:v3:s002:240:pass2:xref:src1	ae:v3:s002:240:pass2:cand:src1.c1					span	2	209			11	14				high	strongly_licensed	textual_repetition			Same divine-attribute closing formula.	
ae:v3:s002:240:pass2:cand:src2.c1	cand	pass2	CAND	src2.c1	2	240	ae:v3:s002:240:pass2:xref:src2	ae:v3:s002:240:pass2:cand:src2.c1					span	2	158			14	17				high	strongly_licensed	textual_repetition			Same no-blame legal exception formula with pronoun variation.	
ae:v3:s002:242:pass2:xref:src1	xref	pass2	XREF	src1	2	242	ae:v3:s002:242:pass2:xref:src1		discourse_reference	1	q:2:242:1												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated clarification formula kathalika yubayyinu Allah ayatihi; 3rd instance, anchored at 2:187.		
ae:v3:s002:242:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	2	242	ae:v3:s002:242:pass2:xref:src1	ae:v3:s002:242:pass2:cand:src1.c1					span	2	187			70	76				high	strongly_licensed	textual_repetition			Near-verbatim clarification formula marking a legal-explanatory close.	
ae:v3:s002:244:pass2:xref:src1	xref	pass2	XREF	src1	2	244	ae:v3:s002:244:pass2:xref:src1		discourse_reference	8	q:2:244:8												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Repeated hearing-knowing formula Allah sami alim; 3rd instance, anchored at 2:181.		
ae:v3:s002:244:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	2	244	ae:v3:s002:244:pass2:xref:src1	ae:v3:s002:244:pass2:cand:src1.c1					span	2	181			12	15				high	strongly_licensed	textual_repetition			Same divine-attribute closing formula.	
