root_norm	stem	form_tag	instance_count	idafa_dependent_count	idafa_head_count	adjective_count	prep_complement_count	governing_relation_profile	idafa_root_profile	adjective_root_profile	prep_profile	sample_refs
أ م م	أم	NOUN_ABSTRACT	1	0	0	0	1	prep_complement:1			فِي:1	28:59:10
أ م م	أم	NOUN_CONCRETE	76	24	13	18	15	idafa:37;prep_complement:22;adjective:20;predication:16;subject:14;conjoined:10;direct_object:10;circumstantial:5;kana_predicate:4;apposition:1	ك ل ل:15;خ ي ر:1;ب ن ي:1;ب ع د:1;ف أ د:1	و ح د:9;س ل م:1;و س ط:1;أ م ن:1;د ع ع:1;أ م ر:1;ن ه ي:1;خ ر ج:1;ق و م:1;ل ل ت:1	مِن:11;إِلَى:5;لـ:2;فِي:2;عَلَى:2	2:128:9;2:134:2;2:141:2;2:143:5;2:213:3;2:221:9;3:7:10;3:104:5;3:110:3;3:113:6
أ م م	أم	NOUN_RELATIVE	6	0	0	1	2	prep_complement:3;adjective:3;predication:1;conjoined:1		ع ل م:1	فِي:2;مِن:1	2:78:3;3:20:20;3:75:34;7:157:5;7:158:30;62:2:5
أ م م	أمم	NOUN_ABSTRACT	1	1	0	0	0	idafa:1	أ ح د:1			35:42:16
أ م م	أمم	NOUN_CONCRETE	12	0	0	4	6	prep_complement:12;adjective:4;subject:4;predication:2;apposition:1;circumstantial:1;conjoined:1		خ ل و:3;م ث ل:1	مِن:6;فِي:3;إِلَى:2;عَلَى:1	6:38:14;6:42:6;7:38:4;7:160:6;7:168:5;11:48:13;11:48:17;13:30:10;16:63:7;29:18:7
أ م م	إمام	NOUN_ABSTRACT	1	0	0	1	1	prep_complement:1;predication:1;adjective:1		ب ي ن:1	بـ:1	15:79:8
أ م م	إمام	NOUN_CONCRETE	6	1	1	1	2	direct_object:2;circumstantial:2;conjoined:2;prep_complement:2;idafa:2;adjective:1		ب ي ن:1	بـ:1;فِي:1	2:124:15;11:17:17;17:71:6;25:74:17;36:12:16;46:12:6
أ م ن	آمن	NOUN_ACTIVE_PART	17	0	0	0	1	circumstantial:8;adjective:3;predication:3;prep_complement:3;kana_predicate:2;direct_object:1;adverbial:1			مِن:2;فِي:1	2:126:9;3:97:10;12:99:16;14:35:9;15:46:4;15:82:7;16:112:7;26:146:6;27:89:14;28:31:24
أ م ن	أمان	GERUND	1	0	0	0	0	direct_object:1				33:72:3
أ م ن	أمان	NOUN_ABSTRACT	5	2	2	0	2	idafa:4;direct_object:3;prep_complement:2;conjoined:2			لـ:2	2:283:23;4:58:6;8:27:12;23:8:5;70:32:5
أ م ن	أمن	GERUND	7	0	0	0	2	prep_complement:4;conjoined:2;direct_object:2;apposition:1;predication:1;circumstantial:1			مِن:2;بـ:1;لـ:1	2:125:9;3:154:7;4:83:6;6:81:24;6:82:12;8:11:4;24:55:35
أ م ن	أمين	ADJ_QUALIT	14	0	0	0	0	adjective:10;predication:4;conjoined:2				7:68:8;12:54:17;26:107:4;26:125:4;26:143:4;26:162:4;26:178:4;26:193:4;27:39:18;28:26:11
أ م ن	إيمان	GERUND	45	11	5	0	15	idafa:19;prep_complement:15;subject:7;direct_object:7;accusative_specification:6;conjoined:4	ب ع د:8;م ع ع:1		بـ:9;لـ:3;فِي:1;عَلَى:1;إِلَى:1	2:93:31;2:108:17;2:109:10;2:143:50;3:86:7;3:90:5;3:100:14;3:106:14;3:167:30;3:173:15
أ م ن	مأمن	NOUN_TIME_PLACE	1	0	0	0	0	direct_object:1				9:6:15
أ م ن	مأمون	NOUN_PASSIVE_PART	1	1	0	0	0	idafa:1	غ ي ر:1			70:28:5
أ م ن	مؤمن	NOUN_ACTIVE_PART	229	19	0	2	68	prep_complement:82;kana_predicate:39;conjoined:38;predication:30;direct_object:29;adjective:21;idafa:19;subject:16;circumstantial:5;particle_complement:1	د و ن:4;م ع ع:2;أ و ل:2;و ل ي:1;أ ج ر:1;س ب ل:1;ب ي ن:1;ق و ل:1;ط ر د:1;ن ص ر:1	ل ل ذ:2	لـ:27;مِن:22;بـ:21;عَلَى:10;فِي:1;عَن:1	2:8:17;2:91:38;2:93:34;2:97:24;2:221:10;2:221:26;2:223:22;2:248:35;2:278:15;2:285:10
أ م ن	مؤمن	NOUN_PROP	1	0	0	0	0	predication:1				59:23:11
أ م ه	أمه	NOUN_CONCRETE	9	6	2	0	0	conjoined:9;idafa:8;predication:3;subject:1;direct_object:1;exception:1	ب ط ن:3;ب ي ت:1			4:23:3;16:78:6;24:61:28;33:4:17;33:6:9;39:6:19;53:32:27;58:2:8;58:2:10
أ م و	إمائ	NOUN_CONCRETE	1	0	0	0	0	conjoined:1				24:32:10
أ ن ث	أنثى	NOUN_CONCRETE	18	2	0	0	5	conjoined:10;prep_complement:7;subject:3;idafa:2;circumstantial:1;kana_predicate:1;predication:1;direct_object:1	ك ل ل:1;س م و:1		بـ:3;مِن:2;كـ:1;لـ:1	2:178:18;2:178:20;3:36:8;3:36:19;3:195:15;4:124:9;13:8:6;16:58:6;16:97:7;35:11:16
أ ن ث	أنثي	NOUN_CONCRETE	6	4	0	0	0	idafa:4;conjoined:2	ح ظ ظ:2;ر ح م:2			4:11:9;4:176:51;6:143:14;6:143:19;6:144:13;6:144:18
أ ن ث	إناث	NOUN_CONCRETE	6	0	0	0	0	direct_object:4;circumstantial:1;conjoined:1				4:117:6;17:40:10;37:150:4;42:49:14;42:50:5;43:19:8
أ ن س	أناس	NOUN_CONCRETE	5	3	0	2	0	idafa:3;predication:2;adjective:2	ك ل ل:3	ط ه ر:2		2:60:22;7:82:13;7:160:28;17:71:4;27:56:15
أ ن س	أناس	NOUN_RELATIVE	1	0	0	1	0	conjoined:1;direct_object:1;adjective:1		ك ث ر:1		25:49:12
أ ن س	إنس	NOUN_CONCRETE	18	1	0	0	3	conjoined:15;subject:5;prep_complement:3;idafa:1	ش ط ن:1		مِن:3	6:112:10;6:128:11;6:128:16;6:130:5;7:38:12;7:179:11;17:88:5;27:17:9;41:25:29;41:29:12
أ ن س	إنس	NOUN_RELATIVE	1	0	0	0	0	direct_object:1				19:26:25
أ ن س	إنسان	NOUN_CONCRETE	65	2	0	0	9	subject:24;direct_object:19;prep_complement:9;particle_complement:9;predication:4;idafa:2;apposition:2;kana_predicate:1	ك ل ل:1;خ ل ق:1		لـ:6;عَلَى:3	4:28:8;10:12:4;11:9:5;12:5:16;14:34:15;15:26:5;16:4:2;17:11:3;17:11:9;17:13:3
أ ن س	مستأنس	NOUN_ACTIVE_PART	1	0	0	0	0	circumstantial:1;prep_complement:1			لـ:1	33:53:31
أ ن س	ناس	NOUN_CONCRETE	241	50	0	1	96	prep_complement:96;idafa:50;direct_object:45;apposition:24;subject:20;conjoined:12;predication:6;circumstantial:5;particle_complement:3;kana_predicate:1	ك ث ر:20;ب ي ن:7;م و ل:4;ر أ ي:3;د و ن:2;ع ي ن:2;أ ي د:2;ح ر ص:1;ج م ع:1;و ل ي:1	ج م ع:1	لـ:51;مِن:26;عَلَى:11;بـ:3;فِي:2;إِلَى:2;عَن:1	2:8:3;2:13:10;2:21:3;2:24:13;2:44:2;2:83:25;2:94:12;2:96:5;2:102:18;2:124:14
أ ن س	يونس	NOUN_PROP_FOREIGN	4	1	0	0	0	conjoined:2;idafa:1;particle_complement:1	ق و م:1			4:163:30;6:86:6;10:98:11;37:139:3
أ ن ف	آنف	NOUN_ABSTRACT	1	0	0	0	0	adverbial:1				47:16:18
أ ن ف	أنف	NOUN_CONCRETE	2	0	0	0	1	prep_complement:2;conjoined:1			بـ:2	5:45:14;5:45:16
أ ن م	أنام	NOUN_CONCRETE	1	0	0	0	1	prep_complement:1			لـ:1	55:10:5
أ ن ي	آناء	NOUN_ABSTRACT	3	0	3	0	1	idafa:3;adverbial:2;prep_complement:1;conjoined:1			مِن:1	3:113:11;20:130:19;39:9:4
أ ن ي	آني	NOUN_ACTIVE_PART	1	0	0	0	0	adjective:1				88:5:4
أ ن ي	آني	NOUN_CONCRETE	1	0	0	0	1	prep_complement:2;conjoined:1			بـ:1;مِن:1	76:15:5
أ ه ل	أهل	NOUN_ABSTRACT	4	0	0	0	0	predication:3;circumstantial:2;exception:1;kana_predicate:1;conjoined:1				6:131:11;11:117:11;28:59:22;48:26:28
أ ه ل	أهل	NOUN_CONCRETE	126	34	81	1	53	idafa:116;prep_complement:57;direct_object:30;conjoined:25;vocative:13;subject:11;exception:8;predication:5;apposition:4;particle_complement:3	ه ل ك:2;خ ر ج:1;أ ذ ن:1;م ن ي:1;ب ع د:1;ع ز ز:1;خ ص م:1	ك ف ل:1	مِن:25;إِلَى:10;بـ:8;لـ:6;فِي:4;عَلَى:3;عَن:1	2:105:6;2:109:4;2:126:12;2:173:12;2:189:3;2:196:79;2:217:24;3:64:3;3:65:2;3:69:4
أ و ب	أواب	ADJ_INTENS	6	1	0	1	1	predication:4;prep_complement:2;idafa:1;adjective:1	ك ل ل:1	ح ف ظ:1	لـ:2	17:25:14;38:17:12;38:19:6;38:30:9;38:44:18;50:32:6
أ و ب	إياب	GERUND	1	1	1	0	0	idafa:2;particle_complement:1;prep_complement:1			إِلَى:1	88:25:3
أ و ب	مآب	GERUND_MEEM	3	0	0	0	0	prep_complement:2;predication:1;direct_object:1			إِلَى:1;لـ:1	13:36:30;78:22:3;78:39:10
أ و ب	مآب	NOUN_TIME_PLACE	6	6	0	0	0	idafa:6	ح س ن:5;ش ر ي:1			3:14:32;13:29:11;38:25:13;38:40:9;38:49:9;38:55:8
أ و ل	آل	NOUN_CONCRETE	27	3	27	0	8	idafa:30;direct_object:10;conjoined:9;prep_complement:8;subject:2;exception:2;vocative:1;apposition:1	د أ ب:3		مِن:5;عَلَى:2;بـ:1	2:49:5;2:50:11;2:248:20;2:248:23;3:11:3;3:33:8;3:33:11;4:54:13;7:130:5;7:141:5
أ و ل	أول	ADJ_COMP	1	0	0	0	1	prep_complement:1;conjoined:1			لـ:1	5:114:16
أ و ل	أول	NOUN_CONCRETE	52	2	45	0	10	idafa:47;prep_complement:15;subject:13;conjoined:10;vocative:5;predication:5;adjective:5;quoted_complement:4;direct_object:2;kana_predicate:2	غ ي ر:2		لـ:9;مِن:5;إِلَى:1	2:170:17;2:179:7;2:197:37;2:269:18;3:7:52;3:13:33;3:18:11;3:190:15;4:8:5;4:59:11
أ و ل	أول	NOUN_NUM	61	18	21	0	6	idafa:39;adjective:11;adverbial:9;prep_complement:6;kana_predicate:5;predication:4;subject:3;direct_object:3;conjoined:3;particle_complement:2	س ط ر:9;س ن ن:4;ش ي ع:1;خ ل ق:1;ز ب ر:1;ك ث ر:1;م ث ل:1		مِن:4;فِي:1;لـ:1	2:41:12;3:96:2;6:14:21;6:25:36;6:94:9;6:110:11;6:163:10;7:143:51;8:31:19;8:38:20
أ و ل	أولا	ADJ_COMP	2	0	0	0	1	prep_complement:1;subject:1			لـ:1	7:38:28;7:39:3
أ و ل	أولا	NOUN_NUM	1	1	1	0	0	idafa:3	و ع د:1			17:5:5
أ و ل	تأويل	GERUND	17	2	8	0	8	idafa:10;prep_complement:9;direct_object:2;accusative_specification:2;subject:2;predication:2	ب غ ي:1		بـ:5;مِن:4	3:7:30;3:7:34;4:59:37;7:53:4;7:53:7;10:39:12;12:6:9;12:21:29;12:36:26;12:37:9
أ و ن	آن	NOUN_ACTIVE_PART	1	0	0	0	0	adjective:1				55:44:6
أ و ه	أواه	ADJ_INTENS	2	0	0	0	0	predication:2				9:114:26;11:75:5
أ و ي	مأو	NOUN_TIME_PLACE	1	0	0	0	0	predication:1				57:15:12
أ و ي	مأوا	NOUN_TIME_PLACE	17	1	1	0	0	predication:20;conjoined:7;idafa:2				3:151:18;3:162:14;3:197:4;4:97:26;4:121:2;5:72:35;8:16:22;9:73:12;9:95:17;10:8:2
أ و ي	مأوى	NOUN_TIME_PLACE	4	2	0	0	0	idafa:2;predication:2	ج ن ن:2			32:19:11;53:15:3;79:39:5;79:41:5
أ و ي	ماؤ	NOUN_CONCRETE	1	0	0	0	0	subject:1				18:41:3
أ ي ب	أيوب	NOUN_PROP_FOREIGN	4	0	0	0	0	conjoined:2;apposition:1				4:163:28;6:84:21;21:83:2;38:41:4
أ ي د	أيد	NOUN_ABSTRACT	1	1	0	0	0	idafa:1	ذ و و:1			38:17:10
أ ي د	أيد	NOUN_CONCRETE	14	2	4	1	2	idafa:7;subject:5;direct_object:5;conjoined:4;prep_complement:3;predication:1;adjective:1	ب ي ن:1	ب ط ش:1	لـ:1;فِي:1;بـ:1	3:182:5;4:77:9;5:94:13;7:124:3;7:195:8;8:51:5;8:70:8;20:71:17;26:49:20;30:41:10
أ ي ك	أيك	NOUN_CONCRETE	4	4	0	0	0	idafa:4	ص ح ب:4			15:78:5;26:176:3;38:13:8;50:14:3
أ ي م	أيامى	NOUN_CONCRETE	1	0	0	0	0	direct_object:1;prep_complement:1;conjoined:1			مِن:1	24:32:3
أ ي ي	آي	NOUN_ABSTRACT	382	40	101	24	163	prep_complement:257;idafa:141;direct_object:91;particle_complement:50;predication:41;subject:40;adjective:24;conjoined:19;circumstantial:8;apposition:4	ك ل ل:4;ب ع ض:2;ت س ع:2;ك و ن:1	ب ي ن:18;ك ب ر:3;ح ك م:1;ف ص ل:1;أ خ ر:1	بـ:114;لـ:55;مِن:41;فِي:39;عَن:7;كـ:1	2:39:7;2:41:19;2:61:64;2:73:13;2:99:6;2:106:4;2:118:11;2:118:24;2:129:9;2:145:10
إ ر م	إرم	NOUN_PROP	1	0	0	1	0	adjective:1		ذ و و:1		89:7:1
ب أ ر	بئر	NOUN_CONCRETE	1	0	0	1	0	conjoined:2;adjective:1		ع ط ل:1		22:45:15
ب أ س	بأس	GERUND	22	5	4	5	1	idafa:9;direct_object:8;subject:7;adjective:5;prep_complement:3;accusative_specification:1;predication:1;conjoined:1	أ و ل:3;ح ي ن:1	ش د د:5	مِن:2;فِي:1	2:177:65;4:84:17;4:84:23;6:43:5;6:65:21;6:147:13;6:148:25;7:4:8;7:5:7;7:97:7
ب أ س	بأس	NOUN_ABSTRACT	3	0	0	0	1	direct_object:1;prep_complement:1;predication:1			مِن:1	16:81:23;21:80:9;59:14:12
ب أ س	بأساء	GERUND	2	0	0	0	1	conjoined:2;prep_complement:1;subject:1			فِي:1	2:177:60;2:214:15
ب أ س	بأساء	NOUN_ABSTRACT	2	0	0	0	2	prep_complement:2;conjoined:2			بـ:2	6:42:12;7:94:12
ب أ س	بئيس	ADJ_QUALIT	1	0	0	0	0	adjective:1				7:165:18
ب أ س	بائس	NOUN_ACTIVE_PART	1	0	0	1	0	direct_object:1;adjective:1		ف ق ر:1		22:28:24
ب ب ل	بابل	NOUN_PROP_FOREIGN	1	0	0	0	1	prep_complement:1			بـ:1	2:102:26
ب ت ر	أبتر	ADJ_COMP	1	0	0	0	0	predication:1				108:3:4
ب ت ل	تبتيل	GERUND	1	0	0	0	0	cognate_acc:1				73:8:8
ب ث ث	بث	GERUND	2	0	0	0	0	prep_complement:2;direct_object:1;conjoined:1			فِي:1;إِلَى:1	12:86:4;37:144:2
ب ث ث	مبثوث	NOUN_PASSIVE_PART	2	0	0	0	0	adjective:2				88:16:3;101:4:6
ب ث ث	منبث	NOUN_PASSIVE_PART	1	0	0	0	0	adjective:1				56:6:4
ب ح ر	أبحر	NOUN_CONCRETE	1	1	0	0	0	idafa:1	س ب ع:1			31:27:15
ب ح ر	بحار	NOUN_CONCRETE	2	0	0	0	0	subject:2				81:6:3;82:3:3
ب ح ر	بحر	NOUN_CONCRETE	34	2	0	2	13	prep_complement:13;direct_object:7;conjoined:7;subject:3;idafa:2;adjective:2;predication:1;particle_complement:1	ص ي د:1;ح ض ر:1	ل ج ج:1;س ج ر:1	فِي:13	2:50:6;2:164:17;5:96:4;6:59:15;6:63:8;6:97:14;7:138:6;7:163:8;10:22:7;10:90:6
ب ح ر	بحرين	NOUN_PROP	4	2	0	0	0	idafa:2;direct_object:2;circumstantial:1	ج م ع:1;ب ي ن:1			18:60:12;25:53:5;27:61:17;55:19:2
ب خ س	بخس	GERUND	1	0	0	0	0	direct_object:1;conjoined:1				72:13:16
ب خ س	بخس	NOUN_ABSTRACT	1	0	0	0	0	adjective:1				12:20:5
ب خ ع	باخع	NOUN_ACTIVE_PART	2	0	0	0	0	predication:2;direct_object:2;prep_complement:1;circumstantial:1;clausal_complement:1			عَلَى:1	18:6:3;26:3:2
ب خ ل	بخل	GERUND	2	0	0	0	2	prep_complement:2			بـ:2	4:37:7;57:24:7
ب د ر	بدار	GERUND	1	0	0	0	0	conjoined:1;clausal_complement:1				4:6:22
ب د ر	بدر	NOUN_PROP	1	0	0	0	1	prep_complement:1			بـ:1	3:123:7
ب د ع	بدع	NOUN_ABSTRACT	1	0	0	0	0	kana_predicate:1;prep_complement:1			مِن:1	46:9:4
ب د ع	بديع	ADJ_QUALIT	2	0	2	0	0	idafa:2				2:117:1;6:101:1
ب د ل	استبدال	GERUND	1	0	1	0	0	direct_object:1;idafa:1;adverbial:1				4:20:4
ب د ل	بدل	GERUND	1	0	0	0	0	accusative_specification:1				18:50:35
ب د ل	تبديل	GERUND	7	0	0	0	0	direct_object:3;particle_complement:2;prep_complement:2;cognate_acc:2			لـ:2	10:64:11;30:30:14;33:23:21;33:62:14;35:43:27;48:23:14;76:28:11
ب د ل	مبدل	NOUN_ACTIVE_PART	3	0	0	0	0	prep_complement:3;particle_complement:2			لـ:3	6:34:20;6:115:9;18:27:10
ب د ن	بدن	NOUN_CONCRETE	2	0	0	0	1	prep_complement:1;direct_object:1;apposition:1			بـ:1	10:92:5;22:36:2
ب د و	باد	NOUN_ACTIVE_PART	2	0	0	0	0	conjoined:1;predication:1;prep_complement:1;circumstantial:1			فِي:1	22:25:20;33:20:12
ب د و	بادي	NOUN_ACTIVE_PART	1	0	1	0	0	adverbial:1;idafa:1				11:27:21
ب د و	بدو	NOUN_RELATIVE	1	0	0	0	1	prep_complement:1			مِن:1	12:100:36
ب د و	مبدي	NOUN_ACTIVE_PART	1	0	0	0	0	direct_object:2;predication:1;subject:1				33:37:24
ب ذ ر	تبذير	GERUND	1	0	0	0	0	cognate_acc:1				17:26:14
ب ذ ر	مبذر	NOUN_ACTIVE_PART	1	0	0	0	0	particle_complement:1;subject:1				17:27:2
ب ر ء	برآء	ADJ_QUALIT	1	0	0	0	0	prep_complement:2;predication:1			مِن:2	60:4:16
ب ر ء	بريئ	ADJ_QUALIT	2	0	0	0	0	direct_object:1;predication:1;prep_complement:1;conjoined:1			مِن:1	4:112:10;10:41:12
ب ر أ	بارئ	NOUN_ACTIVE_PART	2	1	0	0	1	prep_complement:1;idafa:1	ع ن د:1		إِلَى:1	2:54:18;2:54:26
ب ر أ	بارئ	NOUN_PROP	1	0	0	0	0	predication:1				59:24:4
ب ر أ	براء	GERUND	3	0	0	0	0	prep_complement:5;predication:2			مِن:2;إِلَى:1;لـ:1;فِي:1	9:1:1;43:26:10;54:43:7
ب ر أ	بريء	ADJ_QUALIT	9	0	0	0	0	predication:10;prep_complement:9;conjoined:1			مِن:9	6:19:41;6:78:18;8:48:30;9:3:14;10:41:17;11:35:12;11:54:16;26:216:7;59:16:14
ب ر أ	مبرء	NOUN_PASSIVE_PART	1	0	0	0	0	predication:1;prep_complement:1			مِن:1	24:26:17
ب ر ج	بروج	NOUN_ABSTRACT	2	0	0	0	0	direct_object:2				15:16:7;25:61:6
ب ر ج	بروج	NOUN_CONCRETE	2	1	0	1	1	kana_predicate:1;prep_complement:1;adjective:1;idafa:1	ذ و و:1	ش ي د:1	فِي:1	4:78:9;85:1:4
ب ر ج	تبرج	GERUND	1	0	1	0	0	cognate_acc:1;idafa:1				33:33:8
ب ر ج	متبرج	NOUN_ACTIVE_PART	1	1	0	0	0	idafa:1;prep_complement:1	غ ي ر:1		بـ:1	24:60:17
ب ر د	بارد	NOUN_ACTIVE_PART	2	0	0	0	0	adjective:1;particle_complement:1;conjoined:1				38:42:6;56:44:2
ب ر د	برد	GERUND	2	0	0	0	1	kana_predicate:1;conjoined:1;prep_complement:1			مِن:1	21:69:5;24:43:27
ب ر د	برد	NOUN_ABSTRACT	1	0	0	0	0	direct_object:1;conjoined:1				78:24:4
ب ر ر	أبرار	ADJ_QUALIT	1	0	0	0	1	prep_complement:1			لـ:1	3:198:24
ب ر ر	أبرار	NOUN_ACTIVE_PART	5	2	0	0	0	particle_complement:3;idafa:2	م ع ع:1;ك ت ب:1			3:193:26;76:5:2;82:13:2;83:18:4;83:22:2
ب ر ر	بر	GERUND	10	0	0	0	3	prep_complement:5;particle_complement:2;conjoined:2;kana_predicate:1;subject:1;direct_object:1			بـ:4;عَلَى:1	2:44:4;2:177:2;2:177:12;2:189:13;2:189:21;3:92:3;5:2:50;19:14:2;19:32:2;58:9:20
ب ر ر	بر	NOUN_CONCRETE	13	5	0	0	7	prep_complement:7;conjoined:7;idafa:5;predication:2	ظ ل م:3;ص ي د:1;ج ن ب:1		فِي:4;إِلَى:3	5:96:16;6:59:13;6:63:6;6:97:12;10:22:5;17:67:16;17:68:8;17:70:10;27:63:5;29:65:15
ب ر ر	بر	NOUN_RELATIVE	2	2	0	0	0	idafa:2	ش ر ي:1;خ ي ر:1			98:6:17;98:7:10
ب ر ر	برر	NOUN_ACTIVE_PART	1	0	0	0	0					80:16:2
ب ر ز	بارز	NOUN_ACTIVE_PART	2	0	0	0	0	circumstantial:1;predication:1;adverbial:1				18:47:8;40:16:3
ب ر ز خ	برزخ	NOUN_ABSTRACT	1	0	0	0	0	prep_complement:2;predication:1			مِن:1;إِلَى:1	23:100:14
ب ر ز خ	برزخ	NOUN_CONCRETE	2	0	0	0	0	direct_object:1;conjoined:1;predication:1				25:53:16;55:20:2
ب ر ص	أبرص	ADJ_QUALIT	2	0	0	0	0	conjoined:2;direct_object:1				3:49:34;5:110:57
ب ر ق	أباريق	NOUN_CONCRETE	1	0	0	0	0	conjoined:1				56:18:4
ب ر ق	برق	NOUN_ABSTRACT	4	0	0	0	0	subject:2;direct_object:2;conjoined:1				2:19:11;2:20:2;13:12:4;30:24:5
ب ر ق	برق	NOUN_CONCRETE	1	1	0	0	0	idafa:1	س ن و:1			24:43:40
ب ر ك	برك	NOUN_ABSTRACT	3	0	0	0	0	prep_complement:3;conjoined:2;direct_object:1			عَلَى:2;مِن:1	7:96:12;11:48:9;11:73:9
ب ر ك	مبارك	NOUN_PASSIVE_PART	12	0	0	0	0	adjective:9;circumstantial:1;conjoined:1;predication:1;direct_object:1				3:96:11;6:92:5;6:155:5;19:31:3;21:50:4;23:29:6;24:35:22;24:61:73;28:30:11;38:29:4
ب ر م	مبرم	NOUN_ACTIVE_PART	1	0	0	0	0	predication:1				43:79:6
ب ر ه م	إبراهيم	NOUN_PROP	62	19	0	0	9	conjoined:35;idafa:19;subject:12;direct_object:10;prep_complement:9;apposition:5;circumstantial:5;particle_complement:4;vocative:4;predication:1	م ل ل:6;ق و م:4;أ و ل:2;ض ي ف:2;غ ف ر:1;ن ب أ:1;ق و ل:1;ص ح ف:1		إِلَى:3;عَلَى:3;فِي:2;عَن:1	2:124:4;2:125:14;2:125:19;2:126:4;2:127:4;2:130:6;2:132:4;2:133:22;2:135:11;2:136:13
ب ر ه م	إبراهيم	NOUN_PROP_FOREIGN	7	0	0	1	3	prep_complement:3;conjoined:2;subject:1;particle_complement:1;adjective:1		ل ل ذ:1	بـ:1;لـ:1;مِن:1	3:68:5;22:26:5;29:16:2;33:7:13;37:83:6;53:37:2;57:26:7
ب ر ه ن	برهان	GERUND	7	1	2	0	0	direct_object:5;prep_complement:3;idafa:3;subject:1;particle_complement:1			مِن:1;لـ:1;بـ:1	2:111:16;4:174:6;12:24:12;21:24:8;23:117:9;27:64:18;28:75:10
ب ر ه ن	برهان	NOUN_ABSTRACT	1	0	0	0	0	prep_complement:2;predication:1			مِن:1;إِلَى:1	28:32:18
ب ز غ	بازغ	NOUN_ACTIVE_PART	2	0	0	0	0	circumstantial:2				6:77:5;6:78:5
ب س ر	باسر	NOUN_ACTIVE_PART	1	0	0	0	0	predication:1;adverbial:1				75:24:4
ب س س	بس	GERUND	1	0	0	0	0	cognate_acc:1				56:5:4
ب س ط	باسط	NOUN_ACTIVE_PART	4	0	2	0	2	prep_complement:5;predication:3;direct_object:2;idafa:2			بـ:2;إِلَى:2;كـ:1	5:28:11;6:93:36;13:14:17;18:18:16
ب س ط	بساط	NOUN_ABSTRACT	1	0	0	0	0	direct_object:1				71:19:6
ب س ط	بسط	GERUND	1	1	0	0	0	idafa:1	ك ل ل:1			17:29:12
ب س ط	بسط	NOUN_ABSTRACT	2	0	0	0	0	direct_object:1;prep_complement:1;accusative_specification:1			فِي:1	2:247:37;7:69:25
ب س ط	مبسوط	NOUN_PASSIVE_PART	1	0	0	0	0	predication:1				5:64:16
ب س ق	باسق	NOUN_ACTIVE_PART	1	0	0	0	0	circumstantial:1				50:10:3
ب ش ر	بشر	NOUN_ABSTRACT	3	0	0	0	0	circumstantial:3				7:57:6;25:48:6;27:63:12
ب ش ر	بشر	NOUN_CONCRETE	34	1	0	17	7	adjective:19;predication:14;prep_complement:9;direct_object:7;subject:3;quoted_complement:2;kana_predicate:1;apposition:1;circumstantial:1;conjoined:1	ق و ل:1	م ث ل:13;ر س ل:1;س و ي:1;ر و د:1;أ ك ل:1;ن ش ر:1;و ح د:1	لـ:5;مِن:3;عَلَى:1	3:47:10;3:79:4;5:18:19;6:91:13;11:27:11;12:31:37;14:10:25;14:11:8;15:28:9;15:33:7
ب ش ر	بشر	NOUN_RELATIVE	3	0	0	0	3	prep_complement:3			لـ:3	74:29:3;74:31:73;74:36:3
ب ش ر	بشرى	GERUND	1	0	0	0	0	predication:1				57:12:13
ب ش ر	بشرى	NOUN_ABSTRACT	14	0	0	0	2	prep_complement:12;conjoined:7;direct_object:2;predication:2;adverbial:2;subject:1;vocative:1;particle_complement:1			لـ:8;فِي:2;بـ:2	2:97:22;3:126:6;8:10:6;10:64:3;11:69:8;11:74:9;12:19:12;16:89:30;16:102:16;25:22:5
ب ش ر	بشير	ADJ_INTENS	4	0	0	0	0	conjoined:4;circumstantial:3				2:119:5;34:28:8;35:24:5;41:4:1
ب ش ر	بشير	ADJ_QUALIT	4	0	0	0	1	conjoined:4;prep_complement:1;subject:1			مِن:1	5:19:18;5:19:25;7:188:32;11:2:10
ب ش ر	بشير	NOUN_PROP	1	0	0	0	0	subject:1				12:96:5
ب ش ر	مبشر	NOUN_ACTIVE_PART	10	0	0	0	0	conjoined:10;circumstantial:6;adjective:1;prep_complement:1			بـ:1	2:213:9;4:165:2;6:48:6;17:105:13;18:56:6;25:56:5;30:46:7;33:45:8;48:8:5;61:6:21
ب ش ر	مستبشر	NOUN_ACTIVE_PART	1	0	0	0	0	apposition:1				80:39:2
ب ص ر	أبصار	GERUND	1	0	0	0	0	conjoined:1				41:22:11
ب ص ر	أبصار	NOUN_ABSTRACT	35	13	10	0	4	idafa:23;conjoined:14;subject:9;prep_complement:4;predication:3;direct_object:3	أ و ل:3		مِن:2;عَلَى:1;بـ:1	2:7:10;2:20:4;2:20:25;3:13:34;6:46:8;6:103:3;6:103:7;6:110:5;7:47:4;10:31:12
ب ص ر	أبصار	NOUN_CONCRETE	2	0	1	0	1	subject:1;idafa:1;prep_complement:1			بـ:1	21:97:9;24:43:43
ب ص ر	بصائر	NOUN_ABSTRACT	5	0	0	0	0	conjoined:6;prep_complement:3;predication:2;circumstantial:2;subject:1			لـ:2;مِن:1	6:104:3;7:203:19;17:102:13;28:43:13;45:20:2
ب ص ر	بصر	GERUND	6	1	0	0	0	subject:3;direct_object:2;circumstantial:2;idafa:1	ل م ح:1			16:77:15;53:17:3;67:3:15;67:4:3;67:4:7;75:7:4
