unit_id	source_pass	source_rtype	source_local_id	sura	ayah	type	severity	anchor_wid	anchor_unit_id	frame_raw	frame_unit_id	xref_raw	xref_unit_id	implicit_raw	implicit_unit_id	reason
ae:v3:s006:154:pass3:issue:ts1	pass3	ISSUE	ts1	6	154	coverage_uncertain	warning	7	q:6:154:7							Pass 1 marks clause c2 status=ambiguous for الذي أحسن after على, but no archived ambiguity-choice file was supplied, so this block cannot project ALT readings without resolving beyond the named inputs.
ae:v3:s007:030:pass1:issue:s1	pass1	ISSUE	s1	7	30	source_data_unclear	note	2	q:7:30:2							هَدَىٰ and حَقَّ parse as verbs in the Arabic, but the input does not mark their tokens as is_verb true, so no FRAME rows are emitted for them.
ae:v3:s007:037:pass1:issue:s1	pass1	ISSUE	s1	7	37	source_data_unclear	warning	3	q:7:37:3							أَظْلَمُ is marked is_verb=true in the input, but the word and summary identify it as an elative adjective.
ae:v3:s007:087:pass1:issue:s1	pass1	ISSUE	s1	7	87	source_data_unclear	warning	5	q:7:87:5							The input token shows مِن without a separate كُمْ although the text and summary indicate مِنكُمْ, so no governed pronoun attachment was emitted for that fused form.
ae:v3:s007:114:pass1:issue:s1	pass1	ISSUE	s1	7	114	source_data_unclear	warning	4	q:7:114:4							The ayah text has إِنَّكُمْ, but the word list exposes إِنَّ without a visible كُمْ token, so the ism of إِنَّ cannot be attached by wid.
ae:v3:s007:157:pass1:issue:s1	pass1	ISSUE	s1	7	157	schema_limitation	warning	1	q:7:157:1							ٱلَّذِينَ at ayah start continues a prior-ayah construction, but cross-ayah links are outside Pass 1 scope.
ae:v3:s007:160:pass1:issue:s1	pass1	ISSUE	s1	7	160	source_data_unclear	warning	26	q:7:160:26							عَلِمَ is grammatically a verb, but the input marks is_verb=false; no FRAME row is emitted for it under the contract.
ae:v3:s007:161:pass1:issue:s1	pass1	ISSUE	s1	7	161	source_data_unclear	warning	22	q:7:161:22							The text has لَكُمْ but the input word list gives only لَ with no separate كُمْ token, so no governed pronoun attachment is emitted.
ae:v3:s007:176:pass1:issue:s1	pass1	ISSUE	s1	7	176	source_data_unclear	note	6	q:7:176:6							The Arabic has بِهَا but the input provides only بِ at wid 6, so no governed pronoun wid is available for a prep_complement.
ae:v3:s007:001:pass3:issue:ts1	pass3	ISSUE	ts1	7	1	upstream_evidence_missing	warning	1	q:7:1:1							Named Pass 1 and Pass 2 inputs provide no word-level, clause, attachment, frame, or discourse rows for 7:1, so no Arabic-side support can be safely anchored from the supplied evidence.
ae:v3:s007:030:pass3:issue:ts1	pass3	ISSUE	ts1	7	30	upstream_evidence_missing	warning	2	q:7:30:2							Pass 1 reports that هَدَىٰ and حَقَّ parse as verbs but no FRAME rows are emitted for them, so Pass 3 cannot project verb-frame support for those predicates.
ae:v3:s007:037:pass3:issue:ts1	pass3	ISSUE	ts1	7	37	upstream_evidence_missing	warning	3	q:7:37:3							Pass 1 flags the elative at wid 3 as source-data unclear because the input marks it as verbal while the local syntax treats it as an elative predicate.
ae:v3:s007:050:pass3:issue:ts1	pass3	ISSUE	ts1	7	50	coverage_uncertain	warning	19	q:7:50:19							The dual object suffix هُمَا in حَرَّمَهُمَا appears to require reference to the two requested provisions, but no Pass 2 XREF row for this suffix is present in the supplied assigned evidence.
ae:v3:s007:055:pass3:issue:ts1	pass3	ISSUE	ts1	7	55	coverage_uncertain	warning	6	q:7:55:6							Pass 2 supplies only an ambiguous candidate for the inna pronoun, while the local syntax also contains a nearby explicit object in word 2 that is not represented as a candidate.
ae:v3:s007:060:pass3:issue:ts1	pass3	ISSUE	ts1	7	60	coverage_uncertain	warning	4	q:7:60:4							Pass 2's only candidate for the possessive suffix is the same-ayah chiefs, while the preceding ayah supplies Noah and his people as an active discourse frame.
ae:v3:s007:087:pass3:issue:ts1	pass3	ISSUE	ts1	7	87	upstream_evidence_missing	warning	5	q:7:87:5							Pass 1 reports source_data_unclear for a fused minkum form, so no Pass 3 support should infer a missing governed pronoun from that token.
ae:v3:s007:114:pass3:issue:ts1	pass3	ISSUE	ts1	7	114	upstream_evidence_missing	warning	4	q:7:114:4							Pass 1 reports source_data_unclear because the ayah text has إِنَّكُمْ but the word list exposes إِنَّ without a visible كُمْ token, blocking a precise ism-of-إِنَّ support projection.
ae:v3:s007:157:pass3:issue:ts1	pass3	ISSUE	ts1	7	157	upstream_evidence_missing	warning	1	q:7:157:1							Pass 1 reports that ٱلَّذِينَ continues a prior-ayah construction but says cross-ayah links are outside its scope; preserve the 7:156-157 window rather than forcing a local-only syntax.
ae:v3:s007:160:pass3:issue:ts1	pass3	ISSUE	ts1	7	160	upstream_evidence_missing	warning	26	q:7:160:26							Pass 1 reports عَلِمَ as grammatically verbal but emits no FRAME row because the source marks is_verb=false; no frame-derived support can be projected for this verb.
ae:v3:s007:175:pass3:issue:ts1	pass3	ISSUE	ts1	7	175	translation_bias_risk	warning	5	q:7:175:5							ٱلَّذِىٓ ءَاتَيْنَٰهُ ءَايَٰتِنَا is an unnamed description in the supplied Arabic evidence; preserve the description unless supplied evidence grammatically fixes an identity.
ae:v3:s007:189:pass3:issue:ts1	pass3	ISSUE	ts1	7	189	translation_bias_risk	warning	5	q:7:189:5							نَفْسٍ وَاحِدَةٍ and زَوْجَهَا can invite named traditional identifications, but the supplied Arabic-side evidence does not grammatically fix names here.
ae:v3:s007:197:pass3:issue:ts1	pass3	ISSUE	ts1	7	197	coverage_uncertain	warning	5	q:7:197:5							The suffix in دُونِهِ is translation-relevant for reference tracking, but no Pass 2 XREF row is supplied for this word in the assigned input.
ae:v3:s008:037:pass1:issue:s1	pass1	ISSUE	s1	8	37	schema_limitation	note	1	q:8:37:1							The purposive لِ in لِيَمِيزَ links to prior discourse, but cross-ayah links are out of scope.
ae:v3:s008:007:pass3:issue:ts1	pass3	ISSUE	ts1	8	7	translation_bias_risk	warning	5	q:8:7:5							إِحْدَى ٱلطَّآئِفَتَيْنِ and غَيْرَ ذَاتِ ٱلشَّوْكَةِ identify groups descriptively, but the supplied files do not grammatically fix external names for them.
ae:v3:s008:017:pass3:issue:ts1	pass3	ISSUE	ts1	8	17	coverage_uncertain	warning	21	q:8:17:21							The chunk word object says the suffix in مِنْهُ may refer to Allāh or to the act of throwing/killing, but Pass 2 supplies no XREF row for this local ambiguity.
ae:v3:s008:030:pass3:issue:ts1	pass3	ISSUE	ts1	8	30	upstream_evidence_missing	warning	8	q:8:30:8							Pass 2 IMPL rows i1-i3 describe the purpose verbs as implicit 2mp subjects, but Pass 1 frames v3-v5 mark the كَ suffixes as direct objects; subject-resolution support for those IMPL rows was not projected.
ae:v3:s008:041:pass3:issue:ts1	pass3	ISSUE	ts1	8	41	translation_bias_risk	warning	35	q:8:41:35							عَبْدِنَا is a relational Arabic description in the supplied evidence; avoid replacing it with a named identity unless target-project policy supplies external evidence.
ae:v3:s008:050:pass3:issue:ts1	pass3	ISSUE	ts1	8	50	coverage_uncertain	warning	3	q:8:50:3							Pass 1 notes no overt local answer for وَلَوْ تَرَى, but the supplied Pass 2 rows for 8:50 contain no ELLIP row to project deterministically.
ae:v3:s008:060:pass3:issue:ts1	pass3	ISSUE	ts1	8	60	translation_bias_risk	warning	20	q:8:60:20							ءَاخَرِينَ مِن دُونِهِمْ is an identity-unresolved description in the supplied evidence; preserve the Arabic description unless target-language policy allows an interpretive identification.
ae:v3:s009:031:pass1:issue:s1	pass1	ISSUE	s1	9	31	source_data_unclear	warning	26	q:9:31:26							عما contains ما as the governed element of عن, but the input exposes عن and يشركون without a separate wid for ما.
ae:v3:s009:059:pass1:issue:s1	pass1	ISSUE	s1	9	59	schema_limitation	note	2	q:9:59:2							لَوْ opens a counterfactual condition whose apodosis is not overt in this ayah, so no invented apodosis link is emitted.
ae:v3:s009:122:pass1:issue:s1	pass1	ISSUE	s1	9	122	source_data_unclear	warning	10	q:9:122:10							نَفَرَ is locally parsed as the verbal predicate of طَآئِفَةٌ, but the input marks wid 10 is_verb=false, so no FRAME row is emitted for it.
ae:v3:s009:030:pass3:issue:ts1	pass3	ISSUE	ts1	9	30	translation_bias_risk	warning	19	q:9:30:19							ٱلَّذِينَ كَفَرُوا مِن قَبْلُ is a definite relative description without a grammatically fixed historical identity in the supplied evidence; preserve the Arabic description unless supplied evidence fixes an identity.
ae:v3:s009:040:pass3:issue:ts1	pass3	ISSUE	ts1	9	40	translation_bias_risk	warning	20	q:9:40:20							صاحبه identifies the second cave participant only as the singular speaker's companion in the supplied Arabic evidence; preserve the Arabic description unless supplied evidence grammatically fixes an identity.
ae:v3:s009:122:pass3:issue:ts1	pass3	ISSUE	ts1	9	122	upstream_evidence_missing	warning	10	q:9:122:10							Pass 1 reports wid 10 as source_data_unclear and emits no FRAME row for نَفَرَ, so Pass 3 cannot project frame-specific support for that verb.
ae:v3:s010:043:pass1:issue:s1	pass1	ISSUE	s1	10	43	source_data_unclear	note	2	q:10:43:2							مِنْ appears without the هُمْ suffix visible as a separate token, so its governed pronoun is not separately attachable.
ae:v3:s010:055:pass1:issue:s1	pass1	ISSUE	s1	10	55	source_data_unclear	warning	12	q:10:55:12							The input marks وَعْدَ as is_verb=true though its own morphology describes a verbal noun; a FRAME row was emitted to satisfy traversal.
ae:v3:s010:097:pass1:issue:s1	pass1	ISSUE	s1	10	97	schema_limitation	warning	2	q:10:97:2							The لو protasis has no overt apodosis inside 10:97; linked clause is the only surface continuation and should be reviewed.
ae:v3:s010:027:pass3:issue:ts1	pass3	ISSUE	ts1	10	27	coverage_uncertain	warning	25	q:10:27:25							Pass 1 records both adjective and circumstantial attachments for wid 25, but no supplied ambiguity choice set was provided; translation may need to preserve or choose the live attachment.
ae:v3:s010:055:pass3:issue:ts1	pass3	ISSUE	ts1	10	55	upstream_evidence_missing	warning	12	q:10:55:12							Pass 1 reports source_data_unclear for وَعْدَ as a verbal frame, so the transfer note cites the supplied frame but the lexical-status evidence remains uncertain.
ae:v3:s010:097:pass3:issue:ts1	pass3	ISSUE	ts1	10	97	upstream_evidence_missing	warning	2	q:10:97:2							Pass 1 reports a schema limitation because the لَوْ protasis has no overt apodosis inside 10:97; Pass 3 projects this as ellipsis but cannot recover the omitted wording from the named inputs.
ae:v3:s011:050:pass1:issue:s1	pass1	ISSUE	s1	11	50	schema_limitation	note	2	q:11:50:2							إِلَىٰ عَادٍ has an elided dispatch governor, so no prep_complement is emitted without inventing a head.
ae:v3:s011:055:pass1:issue:s1	pass1	ISSUE	s1	11	55	coverage_uncertain	note	1	q:11:55:1							مِن دُونِهِ continues a prepositional phrase whose governor is across the ayah boundary, so no cross-ayah attachment is emitted.
ae:v3:s011:065:pass1:issue:s1	pass1	ISSUE	s1	11	65	source_data_unclear	warning	11	q:11:65:11							The input marks وَعْدٌ with is_verb=true although the surface form is a nominal predicate, so a frame is emitted only to satisfy the closed traversal.
ae:v3:s011:080:pass1:issue:s1	pass1	ISSUE	s1	11	80	manual_review_needed	warning	2	q:11:80:2							لَوْ opens a counterfactual wish without an overt apodosis in this ayah; it is left as a subordinate quoted wish rather than a protasis-apodosis pair.
ae:v3:s011:097:pass1:issue:s1	pass1	ISSUE	s1	11	97	schema_limitation	note	1	q:11:97:1							إِلَىٰ فِرْعَوْنَ وَمَلَإِيهِ completes أَرْسَلْنَا in the prior ayah, and cross-ayah attachment is out of scope.
ae:v3:s011:065:pass3:issue:ts1	pass3	ISSUE	ts1	11	65	upstream_evidence_missing	warning	11	q:11:65:11							Pass 1 reports source_data_unclear because the input marks the nominal predicate wad as a verb, so any support based on frame v4 should be reviewed.
ae:v3:s011:080:pass3:issue:ts1	pass3	ISSUE	ts1	11	80	coverage_uncertain	warning	6	q:11:80:6							Pass 1 marks بِكُمْ only as a prepositional complement inside the counterfactual strength clause, but the named inputs do not fully specify the target-language role relation for بِـ.
ae:v3:s011:097:pass3:issue:ts1	pass3	ISSUE	ts1	11	97	upstream_evidence_missing	warning	1	q:11:97:1							Pass 1 issue s1 says the cross-ayah attachment of إِلَىٰ فِرْعَوْنَ وَمَلَإِيهِ to the prior أَرْسَلْنَا is out of scope; downstream transfer rows cannot cite a normal ATTACH or FRAME for that relation.
ae:v3:s011:117:pass3:issue:ts1	pass3	ISSUE	ts1	11	117	coverage_uncertain	warning	9	q:11:117:9	v2	ae:v3:s011:117:pass1:frame:v2					Pass 1 leaves بِظُلْمٍ as manner or cause with يُهْلِكَ, and target languages may force either unjustly or because of injustice without a supplied ambiguity row.
ae:v3:s012:056:pass1:issue:s1	pass1	ISSUE	s1	12	56	source_data_unclear	warning	13	q:12:56:13							نُصِيبُ functions as a verb in the Arabic but the input marks is_verb=false, so no FRAME row is emitted for wid 13.
ae:v3:s012:056:pass1:issue:s2	pass1	ISSUE	s2	12	56	source_data_unclear	warning	10	q:12:56:10							The Arabic text has مِنْهَا, but the word list exposes only مِنْ at wid 10, so the pronoun complement of مِنْ cannot be directly anchored.
ae:v3:s012:094:pass1:issue:s1	pass1	ISSUE	s1	12	94	manual_review_needed	warning	12	q:12:94:12							The لَوْلَا protasis is overt but its apodosis is not fully overt; it has been linked to the quoted assertion.
ae:v3:s012:096:pass1:issue:s1	pass1	ISSUE	s1	12	96	source_data_unclear	warning	14	q:12:96:14							أَقُلْ is syntactically a verb but the input marks is_verb=false, so no FRAME row is emitted under the contract.
ae:v3:s012:100:pass1:issue:s1	pass1	ISSUE	s1	12	100	source_data_unclear	warning	25	q:12:100:25							أَحْسَنَ is syntactically a verb but the input marks is_verb=false, so no FRAME row is emitted under the contract.
ae:v3:s012:030:pass3:issue:ts1	pass3	ISSUE	ts1	12	30	translation_bias_risk	warning	6	q:12:30:6							امْرَأَتُ ٱلْعَزِيزِ is a title-description in the supplied evidence; do not replace it with an external personal name unless separate supplied evidence licenses that identity.
ae:v3:s012:056:pass3:issue:ts1	pass3	ISSUE	ts1	12	56	upstream_evidence_missing	warning	13	q:12:56:13							Pass 1 reports that نُصِيبُ functions as a verb but has no FRAME row because the source marks is_verb=false, so no frame-derived transfer support can be projected for wid 13.
