root_arabic	form_tag	form_tag_available	instance_count	total_attach	partner_count	top_partner_root	top_partner_form_tag	top_partner_count	top_partner_ratio	constraint_ratio	collocation_entropy	batch_count	low_occurrence
ب ج س	PV:VII	True	1	1	1	ث ن ي	NOUN_NUM	1	1.0	1.0	0.0	1	True
ب ح ث	IV:I	True	1	2	2	أ ر ض	NOUN_CONCRETE	1	0.5	1.0	1.0	1	True
ب ح ر	NOUN_CONCRETE	True	39	44	30	ب ر ر	NOUN_CONCRETE	7	0.159	0.179	4.604	24	False
ب ح ر	NOUN_PROP	True	3	4	3	م ر ج	PV:I	2	0.5	0.667	1.5	3	True
ب خ س	GERUND	True	1	2	2	خ و ف	IV:I	1	0.5	1.0	1.0	1	True
ب خ س	IV:I	True	4	8	3	ش ي ء	NOUN_ABSTRACT	4	0.5	1.0	1.406	4	True
ب خ س	NOUN_ABSTRACT	True	1	1	1	ث م ن	NOUN_ABSTRACT	1	1.0	1.0	0.0	1	True
ب خ ع	NOUN_ACTIVE_PART	True	2	4	4	أ ث ر	NOUN_CONCRETE	1	0.25	0.5	2.0	2	True
ب خ ل	GERUND	True	2	2	1	أ م ر	IV:I	2	1.0	1.0	0.0	2	True
ب خ ل	IV:I	True	7	4	3	أ م ر	IV:I	2	0.5	0.286	1.5	4	False
ب خ ل	PV:I	True	3	1	1	غ ن ي	PV:X	1	1.0	0.333	0.0	3	True
ب د ء	IV:IV	True	3	6	4	ع و د	IV:IV	3	0.5	1.0	1.792	3	True
ب د ء	PV:I	True	1	2	2	أ و ل	NOUN_CONCRETE	1	0.5	1.0	1.0	1	True
ب د أ	IV:I	True	5	13	5	خ ل ق	GERUND	5	0.385	1.0	2.038	3	False
ب د أ	IV:IV	True	1	2	2	خ ل ق	GERUND	1	0.5	1.0	1.0	1	True
ب د أ	PV:I	True	5	8	7	خ ل ق	GERUND	2	0.25	0.4	2.75	5	False
ب د د	IV:IV	True	8	7	5	خ ف ي	IV:IV	2	0.286	0.25	2.236	7	False
ب د د	PV:I	True	2	4	4	ب غ ض	NOUN_ABSTRACT	1	0.25	0.5	2.0	2	True
ب د ر	GERUND	True	1	1	1	س ر ف	GERUND	1	1.0	1.0	0.0	1	True
ب د ر	NOUN_PROP	True	1	1	1	ن ص ر	PV:I	1	1.0	1.0	0.0	1	True
ب د ع	ADJ_QUALIT	True	2	2	1	س م و	NOUN_CONCRETE	2	1.0	1.0	0.0	2	True
ب د ع	NOUN_ABSTRACT	True	1	2	2	ر س ل	NOUN_CONCRETE	1	0.5	1.0	1.0	1	True
ب د ع	PV:I	True	1	1	1	ر ه ب	GERUND_PROFESSION	1	1.0	1.0	0.0	1	True
ب د ل	CV:II	True	1	1	1	أ ت ي	CV:I	1	1.0	1.0	0.0	1	True
ب د ل	GERUND	True	9	11	9	و ج د	IV:I	3	0.273	0.333	3.027	8	False
ب د ل	IV:II	True	10	16	15	ب ع د	NOUN_ABSTRACT	2	0.125	0.2	3.875	9	False
ب د ل	IV:IV	True	3	5	4	ر ب ب	NOUN_CONCRETE	2	0.4	0.667	1.922	3	True
ب د ل	IV:V	True	3	5	5	أ م ن	GERUND	1	0.2	0.333	2.322	3	True
ب د ل	IV:X	True	3	5	4	ق و م	NOUN_CONCRETE	2	0.4	0.667	1.922	3	True
ب د ل	IV_PASS:II	True	1	2	2	أ ر ض	NOUN_CONCRETE	1	0.5	1.0	1.0	1	True
ب د ل	NOUN_ACTIVE_PART	True	3	3	2	ك ل م	NOUN_ABSTRACT	2	0.667	0.667	0.918	2	True
ب د ل	PV:I	True	1	3	3	ب د ل	GERUND	1	0.333	1.0	1.585	1	True
ب د ل	PV:II	True	10	21	17	ب ع د	ADV	2	0.095	0.2	4.011	8	False
ب د ن	NOUN_CONCRETE	True	2	1	1	ن ج و	IV:II	1	1.0	0.5	0.0	2	True
ب د و	IV:IV	True	7	8	7	ز ي ن	NOUN_CONCRETE	2	0.25	0.286	2.75	5	False
ب د و	NOUN_ACTIVE_PART	True	4	7	6	أ ل ه	NOUN_PROP	2	0.286	0.5	2.522	3	True
ب د و	NOUN_RELATIVE	True	1	1	1	ج ي أ	PV:I	1	1.0	1.0	0.0	1	True
ب د و	PV:I	True	7	12	10	ح ي ق	PV:I	2	0.167	0.286	3.252	6	False
ب ذ ر	GERUND	True	1	1	1	ب ذ ر	IV:II	1	1.0	1.0	0.0	1	True
ب ذ ر	IV:II	True	1	2	2	أ ت ي	CV:IV	1	0.5	1.0	1.0	1	True
ب ذ ر	NOUN_ACTIVE_PART	True	1	1	1	ك و ن	PV:I	1	1.0	1.0	0.0	1	True
ب ر ء	ADJ_QUALIT	True	2	1	1	ر م ي	IV:I	1	1.0	0.5	0.0	2	True
ب ر ء	IV:II	True	1	1	1	ن ف س	NOUN_ABSTRACT	1	1.0	1.0	0.0	1	True
ب ر ء	IV:IV	True	2	7	6	ك م ه	ADJ_QUALIT	2	0.286	1.0	2.522	2	True
ب ر أ	ADJ_QUALIT	True	10	4	3	ع م ل	IV:I	2	0.5	0.2	1.5	7	False
ب ر أ	GERUND	True	3	2	2	أ ل ه	NOUN_PROP	1	0.5	0.333	1.0	3	True
ب ر أ	NOUN_ACTIVE_PART	True	2	2	2	ت و ب	CV:I	1	0.5	0.5	1.0	1	True
ب ر أ	PV:II	True	1	2	2	أ ل ه	NOUN_PROP	1	0.5	1.0	1.0	1	True
ب ر أ	PV:V	True	4	3	3	ر أ ي	PV:I	1	0.333	0.25	1.585	3	True
ب ر ج	GERUND	True	1	2	2	ب ر ج	IV:I	1	0.5	1.0	1.0	1	True
ب ر ج	IV:I	True	1	2	2	ب ر ج	GERUND	1	0.5	1.0	1.0	1	True
ب ر ج	NOUN_ABSTRACT	True	2	2	1	ج ع ل	PV:I	2	1.0	1.0	0.0	2	True
ب ر ج	NOUN_ACTIVE_PART	True	1	2	2	ز ي ن	NOUN_CONCRETE	1	0.5	1.0	1.0	1	True
ب ر ج	NOUN_CONCRETE	True	2	4	3	ك و ن	PV:I	2	0.5	1.0	1.5	2	True
ب ر ح	IV:I	True	3	3	3	أ ر ض	NOUN_CONCRETE	1	0.333	0.333	1.585	3	True
ب ر د	GERUND	True	2	3	3	ج ب ل	NOUN_CONCRETE	1	0.333	0.5	1.585	2	True
ب ر د	NOUN_ABSTRACT	True	1	2	2	ذ و ق	IV:I	1	0.5	1.0	1.0	1	True
ب ر د	NOUN_ACTIVE_PART	True	2	2	2	غ س ل	NOUN_PASSIVE_PART	1	0.5	0.5	1.0	2	True
ب ر ر	ADJ_QUALIT	True	1	1	1	خ ي ر	ADJ_COMP	1	1.0	1.0	0.0	1	True
ب ر ر	GERUND	True	10	11	8	ل ي س	UNINFLECTED_VERB	2	0.182	0.2	2.914	5	False
ب ر ر	IV:I	True	2	3	3	ص ل ح	IV:IV	1	0.333	0.5	1.585	2	True
ب ر ر	NOUN_ACTIVE_PART	True	6	2	2	ك ت ب	NOUN_CONCRETE	1	0.5	0.167	1.0	5	False
ب ر ر	NOUN_CONCRETE	True	13	18	8	ب ح ر	NOUN_CONCRETE	7	0.389	0.538	2.55	9	False
ب ر ر	NOUN_RELATIVE	True	2	2	2	خ ي ر	ADJ_COMP	1	0.5	0.5	1.0	1	True
ب ر ز خ	NOUN_ABSTRACT	True	1	3	2	و ر ي	NOUN_ABSTRACT	2	0.667	2.0	0.918	1	True
ب ر ز خ	NOUN_CONCRETE	True	2	3	3	ب ي ن	ADV	1	0.333	0.5	1.585	2	True
ب ر ز	NOUN_ACTIVE_PART	True	2	2	2	أ ر ض	NOUN_CONCRETE	1	0.5	0.5	1.0	2	True
ب ر ز	PV:I	True	5	7	6	أ ل ه	NOUN_PROP	2	0.286	0.4	2.522	4	False
ب ر ز	PV:II	True	2	3	2	ج ح م	NOUN_CONCRETE	2	0.667	1.0	0.918	2	True
ب ر ص	ADJ_QUALIT	True	2	3	2	ك م ه	ADJ_QUALIT	2	0.667	1.0	0.918	2	True
ب ر ق	NOUN_ABSTRACT	True	4	5	4	ر أ ي	IV:IV	2	0.4	0.5	1.922	3	True
ب ر ق	NOUN_CONCRETE	True	2	2	2	س ن و	NOUN_ABSTRACT	1	0.5	0.5	1.0	2	True
ب ر ق	PV:I	True	1	1	1	ب ص ر	GERUND	1	1.0	1.0	0.0	1	True
ب ر ك	NOUN_ABSTRACT	True	3	5	5	أ م م	NOUN_CONCRETE	1	0.2	0.333	2.322	2	True
ب ر ك	NOUN_PASSIVE_PART	True	12	12	11	ك ت ب	NOUN_CONCRETE	2	0.167	0.167	3.418	10	False
ب ر ك	PV:III	True	5	3	3	ج ع ل	PV:I	1	0.333	0.2	1.585	5	False
ب ر ك	PV:VI	True	9	5	3	أ ل ه	NOUN_PROP	3	0.6	0.333	1.371	7	False
ب ر م	PV:IV	True	1	1	1	أ م ر	GERUND	1	1.0	1.0	0.0	1	True
ب ر ه م	NOUN_PROP	True	62	64	34	ق و ل	PV:I	7	0.109	0.113	4.746	22	False
ب ر ه ن	GERUND	True	7	8	5	ه ا ت	NOUN_VERB_LIKE	3	0.375	0.429	2.156	7	False
ب ر ه ن	NOUN_ABSTRACT	True	1	1	1	ر ب ب	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ب ز غ	NOUN_ACTIVE_PART	True	2	2	1	ر أ ي	PV:I	2	1.0	1.0	0.0	1	True
ب س ر	NOUN_ACTIVE_PART	True	1	2	2	و ج ه	NOUN_CONCRETE	1	0.5	1.0	1.0	1	True
ب س ر	PV:I	True	1	1	1	ع ب س	PV:I	1	1.0	1.0	0.0	1	True
ب س س	GERUND	True	1	1	1	ب س س	PV_PASS:I	1	1.0	1.0	0.0	1	True
ب س س	PV_PASS:I	True	1	2	2	ب س س	GERUND	1	0.5	1.0	1.0	1	True
ب س ط	GERUND	True	1	1	1	ك ل ل	NOUN_ABSTRACT	1	1.0	1.0	0.0	1	True
ب س ط	IV:I	True	14	38	13	ر ز ق	GERUND	9	0.237	0.643	3.108	11	False
ب س ط	NOUN_ABSTRACT	True	3	4	3	ز و د	PV:I	2	0.5	0.667	1.5	3	True
ب س ط	NOUN_ACTIVE_PART	True	4	9	8	ي د ي	NOUN_CONCRETE	2	0.222	0.5	2.948	4	True
ب س ط	NOUN_PASSIVE_PART	True	1	1	1	ي د ي	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ب س ط	PV:I	True	2	4	4	أ ل ه	NOUN_PROP	1	0.25	0.5	2.0	2	True
ب س ق	NOUN_ACTIVE_PART	True	1	1	1	ن خ ل	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ب س ل	IV_PASS:I	True	1	2	2	ل ي س	UNINFLECTED_VERB	1	0.5	1.0	1.0	1	True
ب س م	PV:V	True	1	3	3	ض ح ك	NOUN_ACTIVE_PART	1	0.333	1.0	1.585	1	True
ب ش ر	ADJ_INTENS	True	4	7	2	ن ذ ر	ADJ_QUALIT	4	0.571	1.0	0.985	4	True
ب ش ر	ADJ_QUALIT	True	4	6	2	ن ذ ر	ADJ_QUALIT	4	0.667	1.0	0.918	3	True
ب ش ر	CV:II	True	19	21	14	أ م ن	NOUN_ACTIVE_PART	5	0.238	0.263	3.459	13	False
ب ش ر	CV:III	True	1	2	2	أ و ن	ADV	1	0.5	1.0	1.0	1	True
ب ش ر	CV:IV	True	1	2	2	ج ن ن	NOUN_CONCRETE	1	0.5	1.0	1.0	1	True
ب ش ر	CV:X	True	1	1	1	ب ي ع	GERUND	1	1.0	1.0	0.0	1	True
ب ش ر	GERUND	True	1	1	1	ج ن ن	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ب ش ر	IV:I	True	1	2	2	أ ل ه	NOUN_PROP	1	0.5	1.0	1.0	1	True
ب ش ر	IV:II	True	9	15	11	أ ل ه	NOUN_PROP	2	0.133	0.222	3.374	7	False
ب ش ر	IV:X	True	6	4	4	ج ي أ	PV:I	1	0.25	0.167	2.0	5	False
ب ش ر	NOUN_ABSTRACT	True	17	24	18	ج ي أ	PV:I	3	0.125	0.176	4.022	13	False
ب ش ر	NOUN_ACTIVE_PART	True	11	19	11	ن ذ ر	NOUN_ACTIVE_PART	4	0.211	0.364	3.261	11	False
ب ش ر	NOUN_CONCRETE	True	34	44	27	م ث ل	NOUN_ABSTRACT	12	0.273	0.353	4.192	23	False
ب ش ر	NOUN_PROP	True	1	1	1	ج ي أ	PV:I	1	1.0	1.0	0.0	1	True
ب ش ر	NOUN_RELATIVE	True	3	3	3	ذ ك ر	GERUND	1	0.333	0.333	1.585	1	True
ب ش ر	PV:II	True	6	5	3	غ ل م	NOUN_CONCRETE	2	0.4	0.333	1.522	4	False
ب ش ر	PV_PASS:II	True	3	3	2	أ ح د	NOUN_NUM	2	0.667	0.667	0.918	2	True
ب ص ر	ADJ_QUALIT	True	47	40	11	أ ل ه	NOUN_PROP	12	0.3	0.255	2.715	29	False
ب ص ر	CV:IV	True	4	3	2	س م ع	CV:IV	2	0.667	0.5	0.918	3	True
ب ص ر	GERUND	True	10	13	12	ر ج ع	CV:I	2	0.154	0.2	3.547	7	False
ب ص ر	IV:IV	True	21	7	5	ع ي ن	NOUN_CONCRETE	2	0.286	0.095	2.236	15	False
ب ص ر	NOUN_ABSTRACT	True	44	52	27	س م ع	GERUND	11	0.212	0.25	4.31	27	False
ب ص ر	NOUN_ACTIVE_PART	True	8	7	5	ن ه ر	NOUN_ABSTRACT	3	0.429	0.375	2.128	6	False
ب ص ر	NOUN_CONCRETE	True	2	2	2	ذ ه ب	IV:I	1	0.5	0.5	1.0	2	True
ب ص ر	NOUN_PROP	True	4	3	1	س م ع	NOUN_PROP	3	1.0	0.75	0.0	3	True
ب ص ر	PV:I	True	2	4	4	ج ن ب	NOUN_ABSTRACT	1	0.25	0.5	2.0	2	True
ب ص ر	PV:IV	True	2	2	2	س م ع	PV:I	1	0.5	0.5	1.0	2	True
ب ص ل	NOUN_CONCRETE	True	1	1	1	ب ق ل	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ب ض ع	NOUN_CONCRETE	True	5	7	6	ر د د	PV_PASS:I	2	0.286	0.4	2.522	1	False
ب ض ع	NOUN_NUM	True	2	3	2	س ن ن	NOUN_ABSTRACT	2	0.667	1.0	0.918	2	True
ب ط ر	GERUND	True	1	2	2	خ ر ج	PV:I	1	0.5	1.0	1.0	1	True
ب ط ر	PV:I	True	1	2	2	ع ي ش	GERUND_MEEM	1	0.5	1.0	1.0	1	True
ب ط ش	GERUND	True	4	4	3	ش د د	ADJ_COMP	2	0.5	0.5	1.5	4	True
ب ط ش	GERUND_INSTANT	True	1	2	2	ب ط ش	IV:I	1	0.5	1.0	1.0	1	True
ب ط ش	IV:I	True	3	2	2	أ ي د	NOUN_CONCRETE	1	0.5	0.333	1.0	3	True
ب ط ش	PV:I	True	2	1	1	ج ب ر	ADJ_INTENS	1	1.0	0.5	0.0	1	True
ب ط ل	IV:IV	True	4	7	7	أ ل ه	NOUN_PROP	1	0.143	0.25	2.807	4	True
ب ط ل	NOUN_ABSTRACT	True	5	4	3	أ م ن	IV:IV	2	0.5	0.4	1.5	5	False
ب ط ل	NOUN_ACTIVE_PART	True	26	23	19	أ ك ل	IV:I	3	0.13	0.115	4.143	20	False
ب ط ل	PV:I	True	1	1	1	و ق ع	PV:I	1	1.0	1.0	0.0	1	True
ب ط ن	GERUND	True	1	2	2	أ خ ذ	IV:VIII	1	0.5	1.0	1.0	1	True
ب ط ن	NOUN_ABSTRACT	True	1	2	2	ك ف ف	PV:I	1	0.5	1.0	1.0	1	True
ب ط ن	NOUN_ACTIVE_PART	True	4	6	4	ظ ه ر	NOUN_ACTIVE_PART	3	0.5	0.75	1.792	3	True
ب ط ن	NOUN_CONCRETE	True	17	18	13	أ م ه	NOUN_CONCRETE	3	0.167	0.176	3.572	14	False
ب ع ث ر	PV_PASS:I	True	2	1	1	ق ب ر	NOUN_CONCRETE	1	1.0	0.5	0.0	2	True
ب ع ث	CV:I	True	5	12	12	أ ح د	NOUN_CONCRETE	1	0.083	0.2	3.585	4	False
ب ع ث	GERUND	True	5	5	4	ي و م	NOUN_ABSTRACT	2	0.4	0.4	1.922	4	False
ب ع ث	IV:I	True	16	32	20	أ ل ه	NOUN_PROP	6	0.188	0.375	4.031	10	False
ب ع ث	IV_PASS:I	True	10	7	4	ي و م	NOUN_ABSTRACT	4	0.571	0.4	1.664	8	False
ب ع ث	IV_PASS:IV	True	2	2	2	ي و م	ADV	1	0.5	0.5	1.0	2	True
ب ع ث	NOUN_PASSIVE_PART	True	9	3	2	خ ل ق	GERUND	2	0.667	0.222	0.918	7	False
ب ع ث	PV:I	True	19	33	20	أ ل ه	NOUN_PROP	6	0.182	0.316	3.957	11	False
ب ع ث	PV:VII	True	1	1	1	ش ق و	ADJ_COMP	1	1.0	1.0	0.0	1	True
ب ع د	ADJ_QUALIT	True	25	24	9	ض ل ل	GERUND	10	0.417	0.4	2.586	14	False
ب ع د	ADV	True	86	118	81	م و ت	GERUND	9	0.076	0.105	5.984	41	False
ب ع د	GERUND	True	2	2	1	ق و م	NOUN_CONCRETE	2	1.0	1.0	0.0	1	True
ب ع د	NOUN_ABSTRACT	True	114	148	101	ت و ب	PV:I	5	0.034	0.044	6.463	38	False
ب ع د	NOUN_CONCRETE	True	3	4	4	ت ب ع	PV:VIII	1	0.25	0.333	2.0	1	True
ب ع د	PV:I	True	2	2	2	ث م و د	NOUN_PROP	1	0.5	0.5	1.0	2	True
ب ع د	PV:III	True	1	2	2	ب ي ن	ADV	1	0.5	1.0	1.0	1	True
ب ع ر	NOUN_CONCRETE	True	2	2	2	ح م ل	NOUN_ABSTRACT	1	0.5	0.5	1.0	1	True
ب ع ض	NOUN_ABSTRACT	True	148	162	82	ف ض ل	PV:II	14	0.086	0.095	5.944	36	False
ب ع ض	NOUN_CONCRETE	True	10	12	8	م و ج	IV:I	2	0.167	0.2	2.918	3	False
ب ع ل	NOUN_CONCRETE	True	7	17	12	ب ن ي	NOUN_CONCRETE	5	0.294	0.714	3.287	5	False
ب غ ت	GERUND	True	13	13	5	أ ت ي	IV:I	8	0.615	0.615	1.7	10	False
ب غ ض	NOUN_ABSTRACT	True	5	5	2	ع د و	NOUN_ABSTRACT	4	0.8	0.8	0.722	3	False
ب غ ل	NOUN_CONCRETE	True	1	1	1	خ ي ل	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ب غ ي	CV:VIII	True	5	11	11	ب ش ر	CV:III	1	0.091	0.2	3.459	5	False
ب غ ي	GERUND	True	28	50	37	ب ي ن	ADV	4	0.08	0.143	5.014	17	False
ب غ ي	IV:I	True	18	22	14	غ ي ر	NOUN_ABSTRACT	4	0.182	0.222	3.573	15	False
ب غ ي	IV:IV	True	4	6	6	أ ل ه	NOUN_CONCRETE	1	0.167	0.25	2.585	4	True
ب غ ي	IV:VII	True	4	4	4	ر ح م	NOUN_PROP	1	0.25	0.25	2.0	4	True
ب غ ي	IV:VIII	True	23	39	26	ف ض ل	GERUND	12	0.308	0.522	4.08	16	False
ب غ ي	NOUN_ACTIVE_PART	True	3	6	3	ع و د	NOUN_ACTIVE_PART	3	0.5	1.0	1.459	3	True
ب غ ي	PV:I	True	4	5	4	ب ع ض	NOUN_ABSTRACT	2	0.4	0.5	1.922	4	True
ب غ ي	PV:VIII	True	6	11	10	و ر ي	ADV	2	0.182	0.333	3.278	6	False
ب غ ي	PV_PASS:I	True	1	1	1	ع ق ب	PV:III	1	1.0	1.0	0.0	1	True
ب ق ر	NOUN_CONCRETE	True	9	16	14	س ب ع	NOUN_NUM	2	0.125	0.222	3.75	3	False
ب ق ع	NOUN_CONCRETE	True	2	3	3	ب ر ك	NOUN_PASSIVE_PART	1	0.333	0.5	1.585	2	True
ب ق ل	NOUN_CONCRETE	True	1	4	4	ب ص ل	NOUN_CONCRETE	1	0.25	1.0	2.0	1	True
ب ق ي	ADJ_COMP	True	7	8	3	خ ي ر	ADJ_COMP	5	0.625	0.714	1.299	4	False
ب ق ي	IV:I	True	1	1	1	و ج ه	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ب ق ي	IV:IV	True	1	1	1	و ذ ر	IV:I	1	1.0	1.0	0.0	1	True
ب ق ي	NOUN_ABSTRACT	True	3	4	4	أ ل ه	NOUN_PROP	1	0.25	0.333	2.0	2	True
ب ق ي	NOUN_ACTIVE_PART	True	7	12	10	خ ي ر	ADJ_COMP	2	0.167	0.286	3.252	7	False
ب ق ي	PV:I	True	1	1	1	ر ب و	NOUN_ABSTRACT	1	1.0	1.0	0.0	1	True
ب ق ي	PV:IV	True	1	1	1	ث م و د	NOUN_PROP	1	1.0	1.0	0.0	1	True
ب ك ر	ADJ_QUALIT	True	1	1	1	ج ع ل	PV:I	1	1.0	1.0	0.0	1	True
ب ك ر	GERUND	True	2	2	1	ع ش و	NOUN_ABSTRACT	2	1.0	1.0	0.0	2	True
ب ك ر	NOUN_ABSTRACT	True	9	15	11	أ ص ل	NOUN_ABSTRACT	4	0.267	0.444	3.24	8	False
ب ك ك	IV:I	True	3	5	4	ض ح ك	IV:I	2	0.4	0.667	1.922	3	True
ب ك م	ADJ_QUALIT	True	6	5	3	ص م م	ADJ_QUALIT	3	0.6	0.5	1.371	5	False
ب ك ى	PV:I	True	1	1	1	س م و	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ب ك ي	IV:I	True	1	1	1	خ ر ر	IV:I	1	1.0	1.0	0.0	1	True
ب ك ي	NOUN_ACTIVE_PART	True	1	2	2	خ ر ر	PV:I	1	0.5	1.0	1.0	1	True
ب ك ي	PV:IV	True	1	1	1	ض ح ك	PV:IV	1	1.0	1.0	0.0	1	True
ب ل د	NOUN_CONCRETE	True	19	22	15	م و ت	ADJ_QUALIT	5	0.227	0.263	3.659	15	False
ب ل س	IV:IV	True	1	2	2	ج ر م	NOUN_ACTIVE_PART	1	0.5	1.0	1.0	1	True
ب ل س	NOUN_ACTIVE_PART	True	4	1	1	ك و ن	PV:I	1	1.0	0.25	0.0	4	True
ب ل ع	CV:I	True	1	3	3	أ ر ض	NOUN_CONCRETE	1	0.333	1.0	1.585	1	True
ب ل غ	ADJ_QUALIT	True	1	1	1	ق و ل	GERUND	1	1.0	1.0	0.0	1	True
ب ل غ	CV:IV	True	1	1	1	أ م ن	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ب ل غ	GERUND	True	3	2	2	أ ن س	NOUN_CONCRETE	1	0.5	0.333	1.0	3	True
ب ل غ	GERUND_MEEM	True	1	1	1	ع ل م	GERUND	1	1.0	1.0	0.0	1	True
ب ل غ	IV:I	True	16	26	19	ش د د	NOUN_ABSTRACT	5	0.192	0.312	4.023	9	False
ب ل غ	IV:II	True	4	8	5	ر س ل	NOUN_ABSTRACT	3	0.375	0.75	2.156	3	True
ب ل غ	NOUN_ABSTRACT	True	12	20	4	ر س ل	NOUN_CONCRETE	11	0.55	0.917	1.437	10	False
ب ل غ	NOUN_ACTIVE_PART	True	9	9	9	أ م ر	GERUND	1	0.111	0.111	3.17	9	False
ب ل غ	PV:I	True	24	30	23	أ ج ل	NOUN_ABSTRACT	5	0.167	0.208	4.295	16	False
ب ل غ	PV:II	True	1	1	1	ر س ل	NOUN_ABSTRACT	1	1.0	1.0	0.0	1	True
ب ل غ	PV:IV	True	4	5	2	ر س ل	NOUN_ABSTRACT	3	0.6	0.75	0.971	3	True
ب ل ل	IV:I	True	1	2	2	أ ل ه	NOUN_PROP	1	0.5	1.0	1.0	1	True
ب ل و	CV:VIII	True	1	1	1	ي ت م	ADJ_QUALIT	1	1.0	1.0	0.0	1	True
ب ل و	GERUND	True	6	10	5	ر ب ب	NOUN_CONCRETE	3	0.3	0.5	2.171	6	False
ب ل و	IV:I	True	15	15	14	ب ع ض	NOUN_ABSTRACT	2	0.133	0.133	3.774	13	False
ب ل و	IV:VIII	True	2	4	4	أ ل ه	NOUN_PROP	1	0.25	0.5	2.0	2	True
ب ل و	IV_PASS:I	True	1	2	2	س م ع	IV:I	1	0.5	1.0	1.0	1	True
ب ل و	NOUN_ACTIVE_PART	True	2	2	2	ك و ن	PV:I	1	0.5	0.5	1.0	2	True
ب ل و	PV:I	True	3	2	2	ح س ن	NOUN_ABSTRACT	1	0.5	0.333	1.0	2	True
ب ل و	PV:VIII	True	3	6	5	ر ب ب	NOUN_CONCRETE	2	0.333	0.667	2.252	2	True
ب ل و	PV_PASS:VIII	True	1	2	2	أ م ن	NOUN_ACTIVE_PART	1	0.5	1.0	1.0	1	True
ب ل ي	IV:IV	True	1	2	2	أ م ن	NOUN_ACTIVE_PART	1	0.5	1.0	1.0	1	True
ب ل ي	IV_PASS:I	True	1	2	2	س ر ر	NOUN_ABSTRACT	1	0.5	1.0	1.0	1	True
ب ن ن	NOUN_CONCRETE	True	2	2	2	س و ي	IV:II	1	0.5	0.5	1.0	2	True
ب ن ي	ADJ_QUALIT	True	1	1	1	م س ح	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ب ن ي	CV:I	True	4	9	7	ب ن ي	NOUN_CONCRETE	2	0.222	0.5	2.725	4	True
ب ن ي	GERUND	True	5	7	6	ج ع ل	PV:I	2	0.286	0.4	2.522	4	False
ب ن ي	IV:I	True	3	6	6	أ ي د	NOUN_CONCRETE	1	0.167	0.333	2.585	3	True
ب ن ي	NOUN_CONCRETE	True	160	157	89	س ب ل	NOUN_ABSTRACT	7	0.045	0.044	6.173	45	False
ب ن ي	NOUN_PASSIVE_PART	True	1	1	1	غ ر ف	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ب ن ي	PV:I	True	4	3	3	س ب ع	NOUN_NUM	1	0.333	0.25	1.585	4	True
ب ه ت	GERUND	True	6	11	7	أ ث م	GERUND	3	0.273	0.5	2.664	4	False
ب ه ج	ADJ_INTENS	True	2	2	1	ز و ج	NOUN_CONCRETE	2	1.0	1.0	0.0	2	True
ب ه ج	GERUND	True	1	1	1	ذ و و	NOUN_ABSTRACT	1	1.0	1.0	0.0	1	True
ب ه م	NOUN_CONCRETE	True	3	6	3	ن ع م	NOUN_CONCRETE	3	0.5	1.0	1.459	2	True
ب و ء	CV:V	True	1	4	4	ب ي ت	NOUN_CONCRETE	1	0.25	1.0	2.0	1	True
ب و ء	IV:I	True	1	1	1	أ ث م	NOUN_ABSTRACT	1	1.0	1.0	0.0	1	True
ب و ء	IV:II	True	3	6	6	أ م ن	NOUN_ACTIVE_PART	1	0.167	0.333	2.585	3	True
ب و ء	IV:V	True	2	2	2	ج ن ن	NOUN_CONCRETE	1	0.5	0.5	1.0	2	True
ب و ء	PV:V	True	1	2	2	د و ر	NOUN_CONCRETE	1	0.5	1.0	1.0	1	True
ب و أ	NOUN_PASSIVE_PART	True	1	2	2	ب و أ	PV:II	1	0.5	1.0	1.0	1	True
ب و أ	PV:I	True	5	6	3	غ ض ب	GERUND	4	0.667	0.8	1.252	3	False
ب و أ	PV:II	True	3	6	6	أ ر ض	NOUN_CONCRETE	1	0.167	0.333	2.585	3	True
ب و ب	NOUN_ABSTRACT	True	5	7	4	س م و	NOUN_CONCRETE	2	0.286	0.4	1.95	5	False
ب و ب	NOUN_CONCRETE	True	22	29	18	د خ ل	CV:I	8	0.276	0.364	3.729	14	False
ب و ر	GERUND	True	1	1	1	د و ر	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ب و ر	IV:I	True	2	3	2	ت ج ر	GERUND	2	0.667	1.0	0.918	1	True
ب و ر	NOUN_ABSTRACT	True	2	1	1	ق و م	NOUN_CONCRETE	1	1.0	0.5	0.0	2	True
ب و ل	NOUN_ABSTRACT	True	4	4	4	ص ل ح	IV:IV	1	0.25	0.25	2.0	3	True
ب ي ت	ADV	True	3	4	4	أ ت ي	IV:I	1	0.25	0.333	2.0	2	True
