root_arabic	form_tag	form_tag_available	instance_count	dep_total	head_total	dep_dominant	dep_dominant_ratio	head_dominant	head_dominant_ratio	dep_entropy	head_entropy	ambiguous_dep	ambiguous_head	dep_dist	head_dist	batch_count	low_occurrence
أ ش ر	ADJ_QUALIT	True	3	4	0	adjective	0.25		0.0	2.0	0.0	2	0	"{""adjective"": 1, ""clausal_complement"": 1, ""predication"": 1, ""subject"": 1}"	{}	2	True
أ ص د	NOUN_PASSIVE_PART	True	2	2	1	adjective	0.5	prep_complement	1.0	1.0	0.0	0	0	"{""adjective"": 1, ""predication"": 1}"	"{""prep_complement"": 1}"	2	True
أ ص ر	NOUN_ABSTRACT	True	3	3	1	direct_object	1.0	conjoined	1.0	0.0	0.0	0	0	"{""direct_object"": 3}"	"{""conjoined"": 1}"	3	True
أ ص ل	NOUN_ABSTRACT	True	10	12	4	conjoined	0.583	idafa	0.5	1.384	1.5	0	0	"{""adverbial"": 3, ""conjoined"": 7, ""prep_complement"": 2}"	"{""conjoined"": 1, ""idafa"": 2, ""predication"": 1}"	10	False
أ ف ف	NOUN_VERB_LIKE	True	3	2	3	quoted_complement	1.0	prep_complement	1.0	0.0	0.0	0	0	"{""quoted_complement"": 2}"	"{""prep_complement"": 3}"	3	True
أ ف ق	NOUN_ABSTRACT	True	3	4	2	prep_complement	0.75	adjective	1.0	0.811	0.0	0	0	"{""predication"": 1, ""prep_complement"": 3}"	"{""adjective"": 2}"	3	True
أ ف ك	ADJ_INTENS	True	2	2	2	idafa	1.0	adjective	1.0	0.0	0.0	0	0	"{""idafa"": 2}"	"{""adjective"": 2}"	2	True
أ ف ك	GERUND	True	9	9	7	predication	0.556	adjective	0.571	1.436	1.664	0	0	"{""direct_object"": 2, ""predication"": 5, ""prep_complement"": 2}"	"{""adjective"": 4, ""apposition"": 1, ""conjoined"": 1, ""idafa"": 1}"	6	False
أ ف ك	IV:I	True	3	0	4		0.0	direct_object	0.75	0.0	0.811	0	0	{}	"{""direct_object"": 3, ""prep_complement"": 1}"	3	True
أ ف ك	IV_PASS:I	True	9	1	10	kana_predicate	1.0	adverbial	0.7	0.0	1.157	0	0	"{""kana_predicate"": 1}"	"{""adverbial"": 7, ""prep_complement"": 2, ""subject"": 1}"	9	False
أ ف ك	IV_PASS:IV	True	3	0	4		0.0	adverbial	0.5	0.0	1.5	0	0	{}	"{""adverbial"": 2, ""prep_complement"": 1, ""subject"": 1}"	3	True
أ ف ك	NOUN_ACTIVE_PART	True	3	3	0	conjoined	0.667		0.0	0.918	0.0	0	0	"{""conjoined"": 2, ""direct_object"": 1}"	{}	3	True
أ ف ل	NOUN_ACTIVE_PART	True	1	1	0	direct_object	1.0		0.0	0.0	0.0	0	0	"{""direct_object"": 1}"	{}	1	True
أ ك ل	ADJ_INTENS	True	1	1	1	conjoined	1.0	prep_complement	1.0	0.0	0.0	0	0	"{""conjoined"": 1}"	"{""prep_complement"": 1}"	1	True
أ ك ل	CV:I	True	4	0	7		0.0	conjoined	0.429	0.0	1.449	0	0	{}	"{""circumstantial"": 1, ""conjoined"": 3, ""prep_complement"": 3}"	3	True
أ ك ل	GERUND	True	4	4	5	conjoined	0.75	direct_object	0.6	0.811	1.371	0	0	"{""cognate_acc"": 1, ""conjoined"": 3}"	"{""adjective"": 1, ""direct_object"": 3, ""prep_complement"": 1}"	3	True
أ ك ل	IV:I	True	56	19	99	adjective	0.211	prep_complement	0.323	2.629	2.356	0	0	"{""adjective"": 4, ""circumstantial"": 1, ""clausal_complement"": 2, ""conjoined"": 3, ""kana_predicate"": 1, ""particle_complement"": 4, ""predication"": 4}"	"{""adverbial"": 2, ""circumstantial"": 5, ""cognate_acc"": 1, ""conjoined"": 14, ""direct_object"": 29, ""exception"": 2, ""prep_complement"": 32, ""subject"": 14}"	28	False
أ ك ل	NOUN_ACTIVE_PART	True	3	2	3	predication	0.5	prep_complement	0.667	1.0	0.918	0	0	"{""predication"": 1, ""prep_complement"": 1}"	"{""conjoined"": 1, ""prep_complement"": 2}"	3	True
أ ك ل	NOUN_CONCRETE	True	7	6	5	direct_object	0.5	apposition	0.2	1.792	2.322	0	0	"{""direct_object"": 3, ""idafa"": 1, ""prep_complement"": 1, ""subject"": 1}"	"{""apposition"": 1, ""circumstantial"": 1, ""conjoined"": 1, ""idafa"": 1, ""predication"": 1}"	6	False
أ ك ل	NOUN_PASSIVE_PART	True	1	1	0	adjective	1.0		0.0	0.0	0.0	0	0	"{""adjective"": 1}"	{}	1	True
أ ك ل	PV:I	True	5	0	9		0.0	direct_object	0.333	0.0	1.585	0	0	{}	"{""direct_object"": 3, ""prep_complement"": 3, ""subject"": 3}"	3	False
أ ل ت	PV:I	True	1	0	3		0.0	prep_complement	0.667	0.0	0.918	0	0	{}	"{""direct_object"": 1, ""prep_complement"": 2}"	1	True
أ ل ف	GERUND	True	2	0	3		0.0	idafa	0.667	0.0	0.918	0	0	{}	"{""direct_object"": 1, ""idafa"": 2}"	1	True
أ ل ف	IV:II	True	1	1	2	conjoined	1.0	adverbial	0.5	0.0	1.0	0	0	"{""conjoined"": 1}"	"{""adverbial"": 1, ""conjoined"": 1}"	1	True
أ ل ف	NOUN_NUM	True	14	15	11	idafa	0.2	idafa	0.545	2.873	1.322	0	1	"{""accusative_specification"": 1, ""adverbial"": 2, ""direct_object"": 2, ""idafa"": 3, ""kana_predicate"": 1, ""predication"": 1, ""prep_complement"": 3, ""subject"": 2}"	"{""exception"": 1, ""idafa"": 6, ""prep_complement"": 4}"	9	False
أ ل ف	NOUN_PASSIVE_PART	True	1	2	1	conjoined	0.5	subject	1.0	1.0	0.0	0	0	"{""conjoined"": 1, ""prep_complement"": 1}"	"{""subject"": 1}"	1	True
أ ل ف	PV:I	True	1	1	2	predication	1.0	circumstantial	0.5	0.0	1.0	0	0	"{""predication"": 1}"	"{""circumstantial"": 1, ""direct_object"": 1}"	1	True
أ ل ف	PV:II	True	4	1	5	predication	1.0	adverbial	0.8	0.0	0.722	0	0	"{""predication"": 1}"	"{""adverbial"": 4, ""subject"": 1}"	2	True
أ ل م	ADJ_QUALIT	True	71	71	1	adjective	0.986	adjective	1.0	0.107	0.0	0	0	"{""adjective"": 70, ""predication"": 1}"	"{""adjective"": 1}"	42	False
أ ل م	IV:I	True	3	2	1	kana_predicate	0.5	prep_complement	1.0	1.0	0.0	0	0	"{""kana_predicate"": 1, ""predication"": 1}"	"{""prep_complement"": 1}"	1	True
أ ل م	NOUN_ACTIVE_PART	True	1	1	0	adjective	1.0		0.0	0.0	0.0	0	0	"{""adjective"": 1}"	{}	1	True
أ ل ه	ADJ_COMP	True	1	1	0	prep_complement	1.0		0.0	0.0	0.0	0	0	"{""prep_complement"": 1}"	{}	1	True
أ ل ه	IV:IV	True	1	0	3		0.0	direct_object	0.333	0.0	1.585	0	0	{}	"{""direct_object"": 1, ""prep_complement"": 1, ""subject"": 1}"	1	True
أ ل ه	NOUN_CONCRETE	True	147	145	151	particle_complement	0.276	adjective	0.291	2.658	2.48	0	0	"{""accusative_specification"": 1, ""apposition"": 2, ""conjoined"": 5, ""direct_object"": 35, ""exception"": 1, ""idafa"": 4, ""kana_predicate"": 1, ""particle_complement"": 40, ""predication"": 25, ""prep_complement"": 24, ""quoted_complement"": 1, ""subject"": 6}"	"{""adjective"": 44, ""adverbial"": 1, ""apposition"": 2, ""conjoined"": 6, ""exception"": 40, ""idafa"": 19, ""predication"": 20, ""prep_complement"": 19}"	45	False
أ ل ه	NOUN_PROP	True	2702	2784	595	subject	0.327	predication	0.496	2.468	1.86	0	1	"{""apposition"": 3, ""circumstantial"": 1, ""conjoined"": 6, ""direct_object"": 226, ""exception"": 8, ""idafa"": 599, ""kana_predicate"": 2, ""particle_complement"": 369, ""predication"": 112, ""prep_complement"": 515, ""quoted_complement"": 27, ""subject"": 911, ""vocative"": 5}"	"{""adjective"": 59, ""apposition"": 66, ""circumstantial"": 8, ""conjoined"": 159, ""predication"": 295, ""prep_complement"": 8}"	85	False
أ ل و	NOUN_ABSTRACT	True	34	34	34	idafa	0.941	idafa	1.0	0.323	0.0	0	0	"{""direct_object"": 2, ""idafa"": 32}"	"{""idafa"": 34}"	3	False
أ م ت	NOUN_ABSTRACT	True	1	2	0	conjoined	0.5		0.0	1.0	0.0	0	0	"{""conjoined"": 1, ""direct_object"": 1}"	{}	1	True
أ م د	ADV	True	2	2	2	direct_object	0.5	adjective	0.5	1.0	1.0	0	0	"{""direct_object"": 1, ""particle_complement"": 1}"	"{""adjective"": 1, ""adverbial"": 1}"	2	True
أ م د	NOUN_ABSTRACT	True	1	1	0	subject	1.0		0.0	0.0	0.0	0	0	"{""subject"": 1}"	{}	1	True
أ م د	NOUN_CONCRETE	True	1	2	0	accusative_specification	0.5		0.0	1.0	0.0	0	0	"{""accusative_specification"": 1, ""direct_object"": 1}"	{}	1	True
أ م ر	ADJ_INTENS	True	1	1	2	predication	1.0	exception	0.5	0.0	1.0	0	0	"{""predication"": 1}"	"{""exception"": 1, ""prep_complement"": 1}"	1	True
أ م ر	ADJ_QUALIT	True	1	1	0	adjective	1.0		0.0	0.0	0.0	0	0	"{""adjective"": 1}"	{}	1	True
أ م ر	CV:I	True	5	3	8	conjoined	1.0	prep_complement	0.5	0.0	1.5	0	0	"{""conjoined"": 3}"	"{""conjoined"": 2, ""direct_object"": 2, ""prep_complement"": 4}"	4	False
أ م ر	GERUND	True	85	81	55	prep_complement	0.444	idafa	0.709	2.03	1.329	0	0	"{""conjoined"": 1, ""direct_object"": 19, ""idafa"": 4, ""kana_predicate"": 1, ""predication"": 3, ""prep_complement"": 36, ""subject"": 17}"	"{""adjective"": 5, ""idafa"": 39, ""predication"": 5, ""prep_complement"": 6}"	42	False
أ م ر	IV:I	True	30	13	69	conjoined	0.462	direct_object	0.348	1.892	2.312	0	0	"{""adjective"": 1, ""circumstantial"": 1, ""conjoined"": 6, ""kana_predicate"": 1, ""predication"": 4}"	"{""adverbial"": 1, ""clausal_complement"": 7, ""conjoined"": 8, ""direct_object"": 24, ""prep_complement"": 18, ""subject"": 10, ""vocative"": 1}"	16	False
أ م ر	IV:VIII	True	1	1	2	predication	1.0	adverbial	0.5	0.0	1.0	0	0	"{""predication"": 1}"	"{""adverbial"": 1, ""prep_complement"": 1}"	1	True
أ م ر	IV_PASS:I	True	6	0	1		0.0	subject	1.0	0.0	0.0	0	0	{}	"{""subject"": 1}"	5	False
أ م ر	NOUN_ABSTRACT	True	74	68	31	prep_complement	0.279	idafa	0.258	2.227	2.578	0	0	"{""apposition"": 1, ""conjoined"": 1, ""direct_object"": 15, ""idafa"": 13, ""particle_complement"": 1, ""prep_complement"": 19, ""subject"": 18}"	"{""adjective"": 2, ""adverbial"": 1, ""apposition"": 2, ""circumstantial"": 1, ""conjoined"": 2, ""idafa"": 8, ""predication"": 7, ""prep_complement"": 8}"	37	False
أ م ر	NOUN_ACTIVE_PART	True	1	1	3	apposition	1.0	conjoined	0.667	0.0	0.918	0	0	"{""apposition"": 1}"	"{""conjoined"": 2, ""prep_complement"": 1}"	1	True
أ م ر	NOUN_CONCRETE	True	7	7	2	direct_object	0.429	idafa	1.0	1.557	0.0	0	0	"{""direct_object"": 3, ""prep_complement"": 2, ""subject"": 2}"	"{""idafa"": 2}"	2	False
أ م ر	PV:I	True	19	1	37	quoted_complement	1.0	direct_object	0.297	0.0	2.136	0	0	"{""quoted_complement"": 1}"	"{""clausal_complement"": 5, ""conjoined"": 2, ""direct_object"": 11, ""prep_complement"": 11, ""subject"": 8}"	13	False
أ م ر	PV_PASS:I	True	17	8	16	conjoined	0.625	clausal_complement	0.812	1.299	0.993	0	0	"{""circumstantial"": 1, ""conjoined"": 5, ""predication"": 2}"	"{""clausal_complement"": 13, ""conjoined"": 1, ""exception"": 1, ""prep_complement"": 1}"	11	False
أ م ل	GERUND	True	2	2	0	accusative_specification	0.5		0.0	1.0	0.0	0	0	"{""accusative_specification"": 1, ""subject"": 1}"	{}	2	True
أ م م	ADV	True	1	1	1	adverbial	1.0	idafa	1.0	0.0	0.0	0	0	"{""adverbial"": 1}"	"{""idafa"": 1}"	1	True
أ م م	NOUN_ABSTRACT	True	3	4	1	prep_complement	0.5	adjective	1.0	1.5	0.0	0	0	"{""idafa"": 1, ""predication"": 1, ""prep_complement"": 2}"	"{""adjective"": 1}"	3	True
أ م م	NOUN_ACTIVE_PART	True	1	1	2	conjoined	1.0	circumstantial	0.5	0.0	1.0	0	0	"{""conjoined"": 1}"	"{""circumstantial"": 1, ""direct_object"": 1}"	1	True
أ م م	NOUN_CONCRETE	True	99	101	74	prep_complement	0.228	adjective	0.365	2.807	2.373	2	1	"{""apposition"": 1, ""circumstantial"": 4, ""conjoined"": 7, ""direct_object"": 17, ""idafa"": 19, ""kana_predicate"": 4, ""predication"": 8, ""prep_complement"": 23, ""subject"": 18}"	"{""adjective"": 27, ""apposition"": 1, ""circumstantial"": 3, ""conjoined"": 6, ""idafa"": 15, ""predication"": 9, ""prep_complement"": 13}"	35	False
أ م م	NOUN_RELATIVE	True	6	5	3	adjective	0.4	adjective	0.333	1.522	1.585	0	0	"{""adjective"": 2, ""conjoined"": 1, ""prep_complement"": 2}"	"{""adjective"": 1, ""predication"": 1, ""prep_complement"": 1}"	4	False
أ م ن	ADJ_QUALIT	True	14	14	0	adjective	0.643		0.0	1.287	0.0	2	0	"{""adjective"": 9, ""conjoined"": 2, ""predication"": 3}"	{}	8	False
أ م ن	CV:I	True	1	1	3	quoted_complement	1.0	adverbial	0.333	0.0	1.585	0	0	"{""quoted_complement"": 1}"	"{""adverbial"": 1, ""conjoined"": 1, ""prep_complement"": 1}"	1	True
أ م ن	CV:IV	True	17	5	23	quoted_complement	0.6	prep_complement	0.826	1.371	0.808	0	2	"{""clausal_complement"": 1, ""conjoined"": 1, ""quoted_complement"": 3}"	"{""conjoined"": 3, ""prep_complement"": 19, ""vocative"": 1}"	10	False
أ م ن	GERUND	True	53	55	10	prep_complement	0.309	idafa	0.5	2.611	1.761	0	0	"{""accusative_specification"": 6, ""circumstantial"": 1, ""conjoined"": 4, ""direct_object"": 10, ""idafa"": 9, ""predication"": 1, ""prep_complement"": 17, ""subject"": 7}"	"{""apposition"": 1, ""conjoined"": 2, ""idafa"": 5, ""prep_complement"": 2}"	22	False
أ م ن	IV:I	True	27	11	32	adjective	0.727	prep_complement	0.438	1.096	1.811	0	0	"{""adjective"": 8, ""conjoined"": 1, ""predication"": 2}"	"{""conjoined"": 1, ""direct_object"": 6, ""exception"": 1, ""prep_complement"": 14, ""subject"": 10}"	19	False
أ م ن	IV:IV	True	154	57	189	particle_complement	0.211	prep_complement	0.603	2.747	1.721	0	0	"{""adjective"": 8, ""circumstantial"": 2, ""conjoined"": 8, ""exception"": 1, ""kana_predicate"": 11, ""particle_complement"": 12, ""predication"": 10, ""quoted_complement"": 5}"	"{""adverbial"": 7, ""circumstantial"": 4, ""cognate_acc"": 1, ""conjoined"": 20, ""exception"": 3, ""particle_complement"": 1, ""prep_complement"": 114, ""subject"": 39}"	49	False
أ م ن	NOUN_ABSTRACT	True	5	5	4	direct_object	0.6	conjoined	0.5	0.971	1.0	0	0	"{""direct_object"": 3, ""prep_complement"": 2}"	"{""conjoined"": 2, ""idafa"": 2}"	5	False
أ م ن	NOUN_ACTIVE_PART	True	246	261	43	prep_complement	0.264	prep_complement	0.372	3.013	2.255	0	0	"{""adjective"": 22, ""circumstantial"": 10, ""conjoined"": 25, ""direct_object"": 30, ""idafa"": 19, ""kana_predicate"": 41, ""particle_complement"": 1, ""predication"": 27, ""prep_complement"": 69, ""subject"": 16, ""vocative"": 1}"	"{""adjective"": 2, ""adverbial"": 2, ""circumstantial"": 3, ""cognate_acc"": 1, ""conjoined"": 13, ""predication"": 6, ""prep_complement"": 16}"	48	False
أ م ن	NOUN_CONCRETE	True	1	1	0	direct_object	1.0		0.0	0.0	0.0	0	0	"{""direct_object"": 1}"	{}	1	True
أ م ن	NOUN_PASSIVE_PART	True	1	1	0	idafa	1.0		0.0	0.0	0.0	0	0	"{""idafa"": 1}"	{}	1	True
أ م ن	NOUN_PROP	True	1	1	0	predication	1.0		0.0	0.0	0.0	0	0	"{""predication"": 1}"	{}	1	True
أ م ن	PV:I	True	27	2	36	quoted_complement	1.0	subject	0.333	0.0	2.341	0	0	"{""quoted_complement"": 2}"	"{""adverbial"": 1, ""clausal_complement"": 8, ""conjoined"": 5, ""direct_object"": 5, ""prep_complement"": 5, ""subject"": 12}"	15	False
أ م ن	PV:IV	True	331	56	366	quoted_complement	0.429	subject	0.443	2.119	1.893	0	0	"{""adjective"": 7, ""conjoined"": 13, ""kana_predicate"": 3, ""particle_complement"": 1, ""predication"": 8, ""quoted_complement"": 24}"	"{""adverbial"": 16, ""circumstantial"": 3, ""clausal_complement"": 1, ""conjoined"": 99, ""direct_object"": 2, ""exception"": 1, ""prep_complement"": 80, ""subject"": 162, ""vocative"": 2}"	66	False
أ م ن	PV_PASS:VIII	True	1	0	1		0.0	subject	1.0	0.0	0.0	0	0	{}	"{""subject"": 1}"	1	True
أ م ه	NOUN_CONCRETE	True	9	8	13	idafa	0.5	conjoined	0.692	1.75	1.352	0	0	"{""direct_object"": 1, ""idafa"": 4, ""predication"": 2, ""subject"": 1}"	"{""conjoined"": 9, ""exception"": 1, ""idafa"": 2, ""predication"": 1}"	7	False
أ م و	NOUN_CONCRETE	True	1	1	0	conjoined	1.0		0.0	0.0	0.0	0	0	"{""conjoined"": 1}"	{}	1	True
أ ن ت		False	2	2	0	apposition	0.5		0.0	1.0	0.0	0	0	"{""apposition"": 1, ""subject"": 1}"	{}	1	True
أ ن ث	NOUN_CONCRETE	True	30	35	3	conjoined	0.371	prep_complement	0.667	2.455	0.918	0	0	"{""circumstantial"": 2, ""conjoined"": 13, ""direct_object"": 5, ""idafa"": 6, ""kana_predicate"": 1, ""prep_complement"": 5, ""subject"": 3}"	"{""predication"": 1, ""prep_complement"": 2}"	17	False
أ ن س	IV:X	True	1	0	1		0.0	conjoined	1.0	0.0	0.0	0	0	{}	"{""conjoined"": 1}"	1	True
أ ن س	NOUN_ACTIVE_PART	True	1	1	1	circumstantial	1.0	prep_complement	1.0	0.0	0.0	0	0	"{""circumstantial"": 1}"	"{""prep_complement"": 1}"	1	True
أ ن س	NOUN_CONCRETE	True	329	338	28	prep_complement	0.32	conjoined	0.429	2.649	2.231	0	0	"{""apposition"": 22, ""conjoined"": 15, ""direct_object"": 64, ""idafa"": 56, ""kana_predicate"": 2, ""particle_complement"": 12, ""predication"": 9, ""prep_complement"": 108, ""subject"": 49, ""vocative"": 1}"	"{""adjective"": 3, ""apposition"": 4, ""circumstantial"": 5, ""conjoined"": 12, ""exception"": 1, ""predication"": 3}"	76	False
أ ن س	NOUN_RELATIVE	True	2	3	1	direct_object	0.667	adjective	1.0	0.918	0.0	0	0	"{""conjoined"": 1, ""direct_object"": 2}"	"{""adjective"": 1}"	2	True
أ ن س	PV:I	True	2	1	3	predication	1.0	direct_object	0.667	0.0	0.918	0	0	"{""predication"": 1}"	"{""direct_object"": 2, ""prep_complement"": 1}"	1	True
أ ن س	PV:IV	True	3	2	4	predication	1.0	direct_object	0.75	0.0	0.811	0	0	"{""predication"": 2}"	"{""direct_object"": 3, ""prep_complement"": 1}"	3	True
أ ن ف	NOUN_ABSTRACT	True	1	1	0	adverbial	1.0		0.0	0.0	0.0	0	0	"{""adverbial"": 1}"	{}	1	True
أ ن ف	NOUN_CONCRETE	True	2	2	1	conjoined	0.5	prep_complement	1.0	1.0	0.0	0	0	"{""conjoined"": 1, ""prep_complement"": 1}"	"{""prep_complement"": 1}"	1	True
أ ن م ا		False	2	2	0	clausal_complement	1.0		0.0	0.0	0.0	0	0	"{""clausal_complement"": 2}"	{}	1	True
أ ن م	NOUN_CONCRETE	True	1	1	0	prep_complement	1.0		0.0	0.0	0.0	0	0	"{""prep_complement"": 1}"	{}	1	True
أ ن ي	IV:I	True	1	0	2		0.0	clausal_complement	0.5	0.0	1.0	0	0	{}	"{""clausal_complement"": 1, ""prep_complement"": 1}"	1	True
أ ن ي	NOUN_ABSTRACT	True	3	3	4	adverbial	0.667	idafa	0.75	0.918	0.811	0	0	"{""adverbial"": 2, ""prep_complement"": 1}"	"{""conjoined"": 1, ""idafa"": 3}"	3	True
أ ن ي	NOUN_ACTIVE_PART	True	1	1	0	adjective	1.0		0.0	0.0	0.0	0	0	"{""adjective"": 1}"	{}	1	True
أ ن ي	NOUN_CONCRETE	True	1	1	2	prep_complement	1.0	conjoined	0.5	0.0	1.0	0	0	"{""prep_complement"": 1}"	"{""conjoined"": 1, ""prep_complement"": 1}"	1	True
أ ه ل	NOUN_ABSTRACT	True	4	5	3	circumstantial	0.4	predication	1.0	1.922	0.0	0	0	"{""circumstantial"": 2, ""conjoined"": 1, ""exception"": 1, ""kana_predicate"": 1}"	"{""predication"": 3}"	4	True
أ ه ل	NOUN_CONCRETE	True	126	144	105	prep_complement	0.368	idafa	0.771	2.665	1.286	0	0	"{""accusative_specification"": 1, ""adjective"": 1, ""apposition"": 1, ""conjoined"": 18, ""direct_object"": 30, ""idafa"": 8, ""kana_predicate"": 1, ""particle_complement"": 3, ""predication"": 4, ""prep_complement"": 53, ""subject"": 11, ""vocative"": 13}"	"{""adjective"": 1, ""apposition"": 3, ""conjoined"": 7, ""exception"": 8, ""idafa"": 81, ""predication"": 1, ""prep_complement"": 4}"	40	False
أ ه ل	PV_PASS:IV	True	2	0	5		0.0	prep_complement	0.8	0.0	0.722	0	0	{}	"{""prep_complement"": 4, ""subject"": 1}"	2	True
أ و ب	ADJ_INTENS	True	6	6	2	predication	0.667	adjective	0.5	1.252	1.0	0	0	"{""idafa"": 1, ""predication"": 4, ""prep_complement"": 1}"	"{""adjective"": 1, ""prep_complement"": 1}"	3	False
أ و ب	CV:II	True	1	0	1		0.0	adverbial	1.0	0.0	0.0	0	0	{}	"{""adverbial"": 1}"	1	True
أ و ب	GERUND	True	1	1	2	particle_complement	1.0	idafa	0.5	0.0	1.0	0	0	"{""particle_complement"": 1}"	"{""idafa"": 1, ""prep_complement"": 1}"	1	True
أ و ب	GERUND_MEEM	True	3	1	3	direct_object	1.0	prep_complement	0.667	0.0	0.918	0	0	"{""direct_object"": 1}"	"{""predication"": 1, ""prep_complement"": 2}"	2	True
أ و ب	NOUN_TIME_PLACE	True	6	6	0	idafa	1.0		0.0	0.0	0.0	0	0	"{""idafa"": 6}"	{}	3	False
أ و د	IV:I	True	1	0	2		0.0	direct_object	0.5	0.0	1.0	0	0	{}	"{""direct_object"": 1, ""subject"": 1}"	1	True
أ و ل		False	12	3	16	apposition	0.333	predication	0.688	1.585	1.122	0	0	"{""apposition"": 1, ""idafa"": 1, ""predication"": 1}"	"{""apposition"": 4, ""predication"": 11, ""prep_complement"": 1}"	4	False
أ و ل	ADJ_COMP	True	3	3	1	prep_complement	0.667	conjoined	1.0	0.918	0.0	0	0	"{""prep_complement"": 2, ""subject"": 1}"	"{""conjoined"": 1}"	2	True
أ و ل	ADJ_QUALIT	True	1	1	0	adjective	1.0		0.0	0.0	0.0	0	0	"{""adjective"": 1}"	{}	1	True
أ و ل	GERUND	True	17	17	9	prep_complement	0.471	idafa	0.889	2.205	0.503	0	0	"{""accusative_specification"": 2, ""direct_object"": 2, ""idafa"": 1, ""predication"": 2, ""prep_complement"": 8, ""subject"": 2}"	"{""idafa"": 8, ""prep_complement"": 1}"	7	False
أ و ل	NOUN_CONCRETE	True	74	79	93	prep_complement	0.228	idafa	0.785	3.115	1.147	0	2	"{""adjective"": 5, ""adverbial"": 2, ""apposition"": 1, ""conjoined"": 9, ""direct_object"": 12, ""exception"": 2, ""idafa"": 5, ""kana_predicate"": 2, ""predication"": 2, ""prep_complement"": 18, ""subject"": 15, ""vocative"": 6}"	"{""apposition"": 1, ""conjoined"": 10, ""exception"": 1, ""idafa"": 73, ""predication"": 3, ""prep_complement"": 5}"	31	False
أ و ل	NOUN_NUM	True	60	61	22	idafa	0.311	idafa	0.909	2.897	0.439	0	0	"{""adjective"": 11, ""adverbial"": 7, ""conjoined"": 1, ""direct_object"": 3, ""idafa"": 19, ""kana_predicate"": 5, ""particle_complement"": 2, ""predication"": 4, ""prep_complement"": 6, ""subject"": 3}"	"{""conjoined"": 2, ""idafa"": 20}"	33	False
أ و ن	ADV	True	7	7	0	adverbial	0.857		0.0	0.592	0.0	0	0	"{""adverbial"": 6, ""quoted_complement"": 1}"	{}	5	False
أ و ن	NOUN_ACTIVE_PART	True	1	1	0	adjective	1.0		0.0	0.0	0.0	0	0	"{""adjective"": 1}"	{}	1	True
أ و ه	ADJ_INTENS	True	1	1	0	predication	1.0		0.0	0.0	0.0	0	0	"{""predication"": 1}"	{}	1	True
أ و ه	ADJ_QUALIT	True	1	1	0	predication	1.0		0.0	0.0	0.0	0	0	"{""predication"": 1}"	{}	1	True
أ و ي	CV:I	True	1	0	1		0.0	prep_complement	1.0	0.0	0.0	0	0	{}	"{""prep_complement"": 1}"	1	True
أ و ي	IV:IV	True	4	2	5	conjoined	0.5	prep_complement	0.6	1.0	0.971	0	0	"{""conjoined"": 1, ""quoted_complement"": 1}"	"{""direct_object"": 2, ""prep_complement"": 3}"	3	True
أ و ي	NOUN_CONCRETE	True	2	0	3		0.0	predication	0.667	0.0	0.918	0	0	{}	"{""idafa"": 1, ""predication"": 2}"	1	True
أ و ي	NOUN_TIME_PLACE	True	20	12	18	predication	0.5	predication	0.833	1.459	0.65	0	0	"{""conjoined"": 4, ""idafa"": 2, ""predication"": 6}"	"{""conjoined"": 3, ""predication"": 15}"	15	False
أ و ي	PV:I	True	3	0	5		0.0	prep_complement	0.6	0.0	1.371	0	0	{}	"{""direct_object"": 1, ""prep_complement"": 3, ""subject"": 1}"	2	True
أ و ي	PV:IV	True	6	2	12	conjoined	1.0	conjoined	0.333	0.0	2.189	0	0	"{""conjoined"": 2}"	"{""adverbial"": 1, ""conjoined"": 4, ""direct_object"": 3, ""prep_complement"": 2, ""subject"": 2}"	4	False
أ ي د	IV:II	True	1	0	3		0.0	direct_object	0.333	0.0	1.585	0	0	{}	"{""direct_object"": 1, ""prep_complement"": 1, ""subject"": 1}"	1	True
أ ي د	NOUN_ABSTRACT	True	1	1	0	idafa	1.0		0.0	0.0	0.0	0	0	"{""idafa"": 1}"	{}	1	True
أ ي د	NOUN_CONCRETE	True	14	13	11	direct_object	0.385	conjoined	0.364	1.76	2.005	0	0	"{""direct_object"": 5, ""idafa"": 1, ""prep_complement"": 2, ""subject"": 5}"	"{""adjective"": 1, ""conjoined"": 4, ""idafa"": 4, ""predication"": 1, ""prep_complement"": 1}"	12	False
أ ي د	PV:II	True	8	4	20	conjoined	1.0	prep_complement	0.45	0.0	1.595	0	0	"{""conjoined"": 4}"	"{""circumstantial"": 1, ""conjoined"": 2, ""direct_object"": 8, ""prep_complement"": 9}"	6	False
أ ي ك	NOUN_CONCRETE	True	4	4	0	idafa	1.0		0.0	0.0	0.0	0	0	"{""idafa"": 4}"	{}	4	True
أ ي م	NOUN_CONCRETE	True	1	1	2	direct_object	1.0	conjoined	0.5	0.0	1.0	0	0	"{""direct_object"": 1}"	"{""conjoined"": 1, ""prep_complement"": 1}"	1	True
